OrderID,OrderDate,ProductID,CustomerID,Revenue,Cost,Region,Category
ORD-00160,2024-08-17,P003,C043,2917.55,1475.92,UK,Électronique
ORD-00161,2024-01-24,P006,C007,114.15,74.38,UK,Périphériques
ORD-00162,2024-05-09,P012,C022,2862.14,1525.41,ES,Périphériques
ORD-00163,2024-11-21,P005,C039,801.7,384.18,FR,Périphériques
ORD-00164,2024-01-27,P003,C030,2239.72,1554.0,FR,Électronique
ORD-00165,2024-08-06,P010,C034,2941.15,1546.18,IT,Accessoires
ORD-00166,2024-09-03,P002,C014,1849.29,1368.38,IT,Électronique
ORD-00167,2024-01-26,P006,C024,674.24,313.95,ES,Périphériques
ORD-00168,2024-10-03,P008,C008,1906.98,1281.35,DE,Accessoires
ORD-00169,2024-07-18,P007,C035,713.83,369.4,DE,Périphériques
ORD-00170,2024-11-03,P008,C042,2525.14,1805.86,IT,Accessoires
ORD-00171,2024-06-08,P005,C050,680.25,390.15,IT,Périphériques
ORD-00172,2024-09-23,P010,C001,864.59,568.88,ES,Accessoires
ORD-00173,2024-04-11,P001,C019,985.35,517.16,DE,Électronique
ORD-00174,2024-08-23,P001,C031,1670.44,860.57,ES,Électronique
ORD-00175,2024-03-05,P007,C025,1444.74,618.5,ES,Périphériques
ORD-00176,2024-05-06,P008,C013,519.0,249.53,ES,Accessoires
ORD-00177,2024-03-21,P006,C039,1043.19,705.38,UK,Périphériques
ORD-00178,2024-12-25,P002,C009,2362.38,952.27,DE,Électronique
ORD-00179,2024-02-11,P007,C012,1218.06,699.47,FR,Périphériques
ORD-00180,2024-10-29,P008,C013,2249.59,1614.0,ES,Accessoires
ORD-00181,2024-08-24,P010,C042,793.98,515.48,UK,Accessoires
ORD-00182,2024-07-22,P005,C021,1644.84,805.07,UK,Périphériques
ORD-00183,2024-07-27,P006,C038,2571.46,1115.5,IT,Périphériques
ORD-00184,2024-11-28,P006,C006,99.88,48.11,IT,Périphériques
ORD-00185,2024-09-16,P008,C026,2923.87,1729.31,FR,Accessoires
ORD-00186,2024-05-12,P008,C024,2276.62,1063.2,IT,Accessoires
ORD-00187,2024-10-15,P003,C015,252.31,188.99,DE,Électronique
ORD-00188,2024-09-12,P008,C029,2163.39,1129.02,UK,Accessoires
ORD-00189,2024-05-08,P002,C038,74.3,54.38,IT,Électronique
ORD-00190,2024-05-03,P002,C009,2560.84,1054.72,ES,Électronique
ORD-00191,2024-05-16,P002,C037,2794.28,1299.89,DE,Électronique
ORD-00192,2024-02-25,P002,C022,2620.01,1673.44,UK,Électronique
ORD-00193,2024-10-06,P005,C001,532.7,338.0,ES,Périphériques
ORD-00194,2024-11-08,P004,C033,2008.66,1023.54,ES,Électronique
ORD-00195,2024-01-26,P010,C040,1322.52,533.02,IT,Accessoires
ORD-00196,2024-07-12,P005,C045,1313.95,903.63,FR,Périphériques
ORD-00197,2024-02-04,P004,C045,469.93,269.55,UK,Électronique
ORD-00198,2024-02-22,P002,C022,568.62,307.56,UK,Électronique
ORD-00199,2024-04-20,P006,C011,2143.37,1338.03,ES,Périphériques
ORD-00200,2024-06-11,P007,C040,2764.73,1182.71,IT,Périphériques
ORD-00201,2024-10-03,P011,C027,2113.97,1472.64,IT,Accessoires
ORD-00202,2024-09-09,P005,C025,2808.3,1842.56,DE,Périphériques
ORD-00203,2024-03-05,P006,C036,2536.47,1517.11,DE,Périphériques
ORD-00204,2024-01-19,P005,C039,2500.95,1827.34,DE,Périphériques
ORD-00205,2024-11-06,P009,C031,1705.66,834.14,ES,Accessoires
ORD-00206,2024-01-29,P008,C049,2484.2,1039.31,UK,Accessoires
ORD-00207,2024-01-10,P010,C018,2903.36,1537.5,IT,Accessoires
ORD-00208,2024-12-21,P011,C007,1806.98,1080.99,DE,Accessoires
ORD-00209,2024-08-12,P007,C029,2031.72,989.05,IT,Périphériques
ORD-00210,2024-04-03,P007,C030,2974.81,1308.52,ES,Périphériques
ORD-00211,2024-05-29,P008,C034,2117.27,1055.76,ES,Accessoires
ORD-00212,2024-12-09,P009,C009,2125.58,889.69,FR,Accessoires
ORD-00213,2024-01-30,P010,C006,1132.29,594.55,FR,Accessoires
ORD-00214,2024-08-24,P002,C006,1068.86,532.48,IT,Électronique
ORD-00215,2024-05-27,P006,C007,1698.52,1160.77,IT,Périphériques
ORD-00216,2024-02-19,P009,C045,794.85,547.6,DE,Accessoires
ORD-00217,2024-04-26,P012,C046,1232.56,793.13,ES,Périphériques
ORD-00218,2024-06-15,P004,C040,1330.43,804.63,ES,Électronique
ORD-00219,2024-03-25,P007,C037,963.32,681.34,ES,Périphériques
ORD-00220,2024-10-07,P009,C001,406.5,180.98,DE,Accessoires
ORD-00221,2024-03-18,P006,C035,2560.88,1435.49,IT,Périphériques
ORD-00222,2024-06-28,P001,C034,1680.22,839.87,ES,Électronique
ORD-00223,2024-05-19,P001,C005,1440.11,888.87,ES,Électronique
ORD-00224,2024-09-09,P010,C030,2475.78,996.94,IT,Accessoires
ORD-00225,2024-10-08,P010,C020,2603.86,1863.44,FR,Accessoires
ORD-00226,2024-02-25,P011,C023,1349.34,635.63,IT,Accessoires
ORD-00227,2024-10-26,P002,C014,738.37,340.5,FR,Électronique
ORD-00228,2024-05-19,P006,C025,1166.41,854.04,ES,Périphériques
ORD-00229,2024-04-16,P002,C050,2125.31,1408.04,FR,Électronique
ORD-00230,2024-02-15,P001,C046,110.21,66.0,ES,Électronique
ORD-00231,2024-06-05,P005,C018,1086.82,730.38,FR,Périphériques
ORD-00232,2024-12-06,P010,C031,1273.95,658.66,UK,Accessoires
ORD-00233,2024-07-09,P008,C024,2959.95,1773.66,ES,Accessoires
ORD-00234,2024-08-17,P003,C036,1157.02,637.73,DE,Électronique
ORD-00235,2024-01-29,P003,C011,775.68,364.72,DE,Électronique
ORD-00236,2024-04-19,P003,C007,2036.61,837.96,DE,Électronique
ORD-00237,2024-01-01,P003,C042,2082.22,833.49,IT,Électronique
ORD-00238,2024-11-25,P008,C010,354.35,182.65,FR,Accessoires
ORD-00239,2024-12-25,P006,C037,845.46,590.07,DE,Périphériques
ORD-00240,2024-08-27,P006,C046,2547.0,1089.77,IT,Périphériques
ORD-00241,2024-01-23,P008,C005,1814.34,781.14,UK,Accessoires
ORD-00242,2024-02-15,P012,C009,770.52,547.27,FR,Périphériques
ORD-00243,2024-04-21,P009,C021,546.51,283.77,IT,Accessoires
ORD-00244,2024-03-21,P007,C050,287.32,195.93,ES,Périphériques
ORD-00245,2024-01-21,P012,C001,1404.01,836.99,DE,Périphériques
ORD-00246,2024-11-17,P003,C039,2632.28,1971.4,FR,Électronique
ORD-00247,2024-03-14,P001,C026,901.55,394.08,ES,Électronique
ORD-00248,2024-03-30,P006,C031,1348.12,888.06,FR,Périphériques
ORD-00249,2024-02-06,P011,C003,556.54,409.74,DE,Accessoires
ORD-00250,2024-01-04,P009,C043,2103.86,993.87,ES,Accessoires
ORD-00251,2024-09-03,P006,C019,2337.42,960.4,FR,Périphériques
ORD-00252,2024-10-01,P008,C048,2068.92,1085.9,DE,Accessoires
ORD-00253,2024-09-25,P011,C017,582.05,267.69,FR,Accessoires
ORD-00254,2024-11-12,P006,C033,107.54,78.26,DE,Périphériques
ORD-00255,2024-01-28,P011,C034,1080.83,729.47,FR,Accessoires
ORD-00256,2024-02-01,P011,C034,2600.41,1661.5,FR,Accessoires
ORD-00257,2024-06-21,P004,C050,1527.91,753.16,UK,Électronique
ORD-00258,2024-09-20,P010,C045,2714.85,1341.43,DE,Accessoires
ORD-00259,2024-01-07,P007,C038,546.26,305.92,UK,Périphériques
ORD-00260,2024-01-26,P004,C007,1738.13,917.15,DE,Électronique
ORD-00261,2024-10-01,P010,C033,339.63,153.7,ES,Accessoires
ORD-00262,2024-03-24,P002,C047,2922.52,1396.5,UK,Électronique
ORD-00263,2024-05-03,P006,C026,1786.04,1329.69,DE,Périphériques
ORD-00264,2024-07-28,P001,C007,742.22,354.76,ES,Électronique
ORD-00265,2024-11-14,P008,C047,1017.7,487.78,IT,Accessoires
ORD-00266,2024-07-22,P002,C044,813.06,440.43,IT,Électronique
ORD-00267,2024-03-31,P010,C034,1436.04,592.82,UK,Accessoires
ORD-00268,2024-04-26,P003,C015,996.8,676.08,ES,Électronique
ORD-00269,2024-07-21,P005,C020,2656.11,1649.35,ES,Périphériques
ORD-00270,2024-08-25,P012,C043,1237.42,763.07,ES,Périphériques
ORD-00271,2024-09-02,P001,C035,1464.77,905.64,ES,Électronique
ORD-00272,2024-06-27,P006,C019,73.72,54.25,IT,Périphériques
ORD-00273,2024-01-21,P007,C042,981.82,578.48,IT,Périphériques
ORD-00274,2024-07-20,P012,C025,2449.23,1632.49,DE,Périphériques
ORD-00275,2024-04-28,P008,C029,1081.77,706.5,FR,Accessoires
ORD-00276,2024-07-19,P004,C029,1582.13,1155.29,ES,Électronique
ORD-00277,2024-10-29,P008,C011,1187.12,661.38,IT,Accessoires
ORD-00278,2024-10-07,P009,C023,2262.41,1662.76,IT,Accessoires
ORD-00279,2024-07-10,P001,C029,376.84,163.37,ES,Électronique
ORD-00280,2024-11-09,P003,C021,1784.75,1044.5,IT,Électronique
ORD-00281,2024-08-13,P009,C034,2854.54,1160.02,ES,Accessoires
ORD-00282,2024-06-05,P009,C044,2638.38,1141.52,FR,Accessoires
ORD-00283,2024-03-29,P006,C045,1039.44,673.46,DE,Périphériques
ORD-00284,2024-06-09,P003,C031,778.71,316.89,IT,Électronique
ORD-00285,2024-01-10,P001,C035,2538.73,1834.82,UK,Électronique
ORD-00286,2024-07-18,P004,C030,2504.61,1575.89,ES,Électronique
ORD-00287,2024-01-01,P002,C040,2054.19,1322.96,FR,Électronique
ORD-00288,2024-12-22,P006,C044,575.6,271.07,UK,Périphériques
ORD-00289,2024-07-10,P008,C021,1294.11,536.4,UK,Accessoires
ORD-00290,2024-04-06,P010,C004,1278.46,761.59,UK,Accessoires
ORD-00291,2024-08-03,P007,C001,2630.75,1444.09,DE,Périphériques
ORD-00292,2024-07-16,P010,C010,1161.31,557.07,DE,Accessoires
ORD-00293,2024-06-24,P007,C009,600.08,396.37,ES,Périphériques
ORD-00294,2024-01-29,P003,C043,1656.78,867.2,ES,Électronique
ORD-00295,2024-01-19,P006,C012,1695.67,1263.38,UK,Périphériques
ORD-00296,2024-02-28,P011,C014,1550.39,910.59,ES,Accessoires
ORD-00297,2024-02-14,P007,C031,1112.89,473.72,IT,Périphériques
ORD-00298,2024-04-30,P012,C016,2274.67,1693.8,UK,Périphériques
ORD-00299,2024-07-29,P010,C014,1013.62,588.86,UK,Accessoires
ORD-00300,2024-12-07,P005,C014,1918.26,925.98,DE,Périphériques
ORD-00301,2024-07-28,P008,C049,1540.96,749.85,UK,Accessoires
ORD-00302,2024-09-07,P006,C033,1722.67,764.94,FR,Périphériques
ORD-00303,2024-09-10,P003,C034,1941.16,1153.49,DE,Électronique
ORD-00304,2024-10-04,P005,C015,2829.8,1259.31,DE,Périphériques
ORD-00305,2024-12-02,P009,C034,2598.12,1482.08,ES,Accessoires
ORD-00306,2024-06-25,P003,C038,180.49,115.21,UK,Électronique
ORD-00307,2024-03-16,P005,C018,1618.38,1060.2,DE,Périphériques
ORD-00308,2024-01-07,P011,C014,445.69,288.85,IT,Accessoires
ORD-00309,2024-11-17,P002,C015,714.44,405.33,ES,Électronique
ORD-00310,2024-07-30,P002,C024,531.69,348.19,FR,Électronique
ORD-00311,2024-11-06,P009,C042,792.37,389.14,FR,Accessoires
ORD-00312,2024-03-08,P009,C006,1906.91,1042.61,ES,Accessoires
ORD-00313,2024-05-04,P007,C034,923.16,370.41,DE,Périphériques
ORD-00314,2024-11-10,P006,C040,1111.64,759.76,FR,Périphériques
ORD-00315,2024-08-26,P003,C015,2207.81,1479.21,UK,Électronique
ORD-00316,2024-01-04,P012,C002,2067.65,1047.0,DE,Périphériques
ORD-00317,2024-06-30,P003,C029,632.63,287.82,IT,Électronique
ORD-00318,2024-01-02,P005,C026,730.16,388.36,IT,Périphériques
ORD-00319,2024-02-17,P006,C047,1014.71,678.7,FR,Périphériques
ORD-00320,2024-07-31,P004,C028,370.16,153.82,IT,Électronique
ORD-00321,2024-08-01,P010,C015,795.54,329.95,ES,Accessoires
ORD-00322,2024-12-21,P012,C024,185.48,107.59,UK,Périphériques
ORD-00323,2024-07-10,P004,C024,249.11,104.26,IT,Électronique
ORD-00324,2024-02-06,P012,C017,2687.52,1097.27,IT,Périphériques
ORD-00325,2024-08-22,P004,C003,804.04,449.79,IT,Électronique
ORD-00326,2024-08-21,P008,C046,1342.3,1004.39,DE,Accessoires
ORD-00327,2024-01-30,P004,C038,1249.85,672.29,FR,Électronique
ORD-00328,2024-11-16,P006,C029,480.2,332.67,UK,Périphériques
ORD-00329,2024-12-17,P008,C009,933.71,421.27,IT,Accessoires
ORD-00330,2024-05-17,P008,C047,2241.82,1613.98,IT,Accessoires
ORD-00331,2024-01-21,P003,C005,2346.92,1292.48,ES,Électronique
ORD-00332,2024-07-24,P009,C002,1537.28,692.76,DE,Accessoires
ORD-00333,2024-04-24,P005,C019,1185.11,619.77,FR,Périphériques
ORD-00334,2024-06-03,P007,C011,916.21,668.95,DE,Périphériques
ORD-00335,2024-01-02,P003,C048,2828.85,1251.25,FR,Électronique
ORD-00336,2024-09-22,P004,C024,914.29,547.22,DE,Électronique
ORD-00337,2024-05-28,P011,C001,1475.31,763.22,UK,Accessoires
ORD-00338,2024-03-25,P003,C032,1767.36,789.4,FR,Électronique
ORD-00339,2024-10-01,P011,C022,2791.94,1971.91,DE,Accessoires
ORD-00340,2024-06-18,P002,C038,1456.94,1037.2,DE,Électronique
ORD-00341,2024-11-17,P001,C017,553.37,295.41,UK,Électronique
ORD-00342,2024-12-10,P003,C046,1022.41,699.29,UK,Électronique
ORD-00343,2024-09-15,P009,C030,2148.06,1565.51,FR,Accessoires
ORD-00344,2024-06-30,P005,C043,1751.61,1126.6,ES,Périphériques
ORD-00345,2024-06-03,P011,C017,767.26,450.01,FR,Accessoires
ORD-00346,2024-05-14,P003,C050,2978.55,1834.99,IT,Électronique
ORD-00347,2024-01-27,P011,C021,1090.76,748.99,FR,Accessoires
ORD-00348,2024-01-06,P004,C004,2535.97,1112.94,IT,Électronique
ORD-00349,2024-05-26,P006,C020,1281.73,703.19,DE,Périphériques
ORD-00350,2024-07-27,P001,C025,1175.53,541.69,DE,Électronique
