OrderID,ProductID,Date,Revenue,Region
2025-00091,P005,2025-01-06,338.94,DE
2025-00092,P007,2025-02-23,2359.06,FR
2025-00093,P003,2025-09-27,2198.57,ES
2025-00094,P010,2025-09-08,331.84,ES
2025-00095,P012,2025-10-20,2602.93,UK
2025-00096,P005,2025-11-08,342.25,FR
2025-00097,P003,2025-06-12,2842.21,IT
2025-00098,P003,2025-06-26,2427.95,UK
2025-00099,P009,2025-11-01,2651.96,IT
2025-00100,P008,2025-10-31,426.34,FR
2025-00101,P011,2025-09-20,2154.01,DE
2025-00102,P003,2025-07-13,1724.3,ES
2025-00103,P001,2025-11-24,2924.77,DE
2025-00104,P011,2025-11-08,1283.82,IT
2025-00105,P003,2025-08-13,2959.43,IT
2025-00106,P009,2025-05-27,863.68,IT
2025-00107,P009,2025-04-28,950.3,FR
2025-00108,P005,2025-07-28,2323.21,FR
2025-00109,P011,2025-02-10,276.24,DE
2025-00110,P002,2025-03-26,1747.18,FR
2025-00111,P012,2025-05-27,1684.77,IT
2025-00112,P001,2025-08-06,2047.25,DE
2025-00113,P008,2025-09-12,1569.28,UK
2025-00114,P012,2025-03-05,1246.14,UK
2025-00115,P004,2025-01-04,2156.77,UK
2025-00116,P012,2025-06-26,770.47,UK
2025-00117,P011,2025-11-08,174.95,IT
2025-00118,P003,2025-12-12,2794.05,UK
2025-00119,P004,2025-03-31,271.61,DE
2025-00120,P009,2025-06-30,2859.83,IT
2025-00121,P008,2025-07-14,552.93,FR
2025-00122,P006,2025-12-14,786.81,UK
2025-00123,P002,2025-05-29,932.58,ES
2025-00124,P005,2025-04-20,56.59,UK
2025-00125,P007,2025-04-22,2773.02,UK
2025-00126,P001,2025-08-26,2682.86,IT
2025-00127,P001,2025-07-02,67.38,IT
2025-00128,P006,2025-06-02,1093.98,FR
2025-00129,P006,2025-04-06,1236.1,FR
2025-00130,P002,2025-08-09,1501.54,FR
2025-00131,P009,2025-09-21,2700.6,IT
2025-00132,P002,2025-09-07,70.39,ES
2025-00133,P004,2025-08-29,1216.31,ES
2025-00134,P006,2025-08-08,2681.97,UK
2025-00135,P005,2025-02-25,2968.64,IT
2025-00136,P003,2025-03-13,1093.53,IT
2025-00137,P001,2025-07-03,2656.55,DE
2025-00138,P002,2025-04-08,890.45,DE
2025-00139,P007,2025-08-04,2244.58,FR
2025-00140,P003,2025-12-08,637.03,IT
2025-00141,P011,2025-05-17,400.44,IT
2025-00142,P009,2025-09-11,2409.47,DE
2025-00143,P006,2025-07-24,1530.48,IT
2025-00144,P003,2025-02-26,2875.15,FR
2025-00145,P003,2025-03-21,1065.16,FR
2025-00146,P011,2025-05-02,203.52,ES
2025-00147,P007,2025-11-02,2225.42,IT
2025-00148,P008,2025-05-29,882.56,FR
2025-00149,P007,2025-05-07,1871.96,UK
2025-00150,P003,2025-05-08,879.36,FR
2025-00151,P005,2025-12-25,779.7,IT
2025-00152,P004,2025-08-31,2134.06,FR
2025-00153,P012,2025-09-15,1852.75,DE
2025-00154,P010,2025-11-19,1921.71,DE
2025-00155,P002,2025-03-09,1233.79,ES
2025-00156,P004,2025-03-16,1307.59,UK
2025-00157,P004,2025-02-16,2599.83,IT
2025-00158,P007,2025-09-26,954.02,DE
2025-00159,P004,2025-06-22,1306.92,FR
2025-00160,P009,2025-08-07,1949.43,ES
2025-00161,P002,2025-05-18,1122.55,ES
2025-00162,P012,2025-08-03,778.56,FR
2025-00163,P003,2025-01-21,51.58,ES
2025-00164,P004,2025-05-27,1442.57,UK
2025-00165,P002,2025-08-09,595.28,IT
2025-00166,P006,2025-06-21,947.85,FR
2025-00167,P011,2025-01-07,2064.74,DE
2025-00168,P006,2025-07-04,2236.81,ES
2025-00169,P012,2025-10-29,1610.14,ES
2025-00170,P004,2025-11-29,864.04,UK
2025-00171,P007,2025-02-14,2667.22,DE
2025-00172,P011,2025-11-05,405.05,UK
2025-00173,P011,2025-04-08,619.14,IT
2025-00174,P002,2025-02-08,2828.36,UK
2025-00175,P006,2025-06-04,2189.78,DE
2025-00176,P009,2025-03-20,179.24,DE
2025-00177,P007,2025-10-09,2149.23,UK
2025-00178,P006,2025-07-07,1373.02,FR
2025-00179,P007,2025-02-04,1474.32,UK
2025-00180,P009,2025-01-12,542.46,ES
2025-00181,P012,2025-03-08,904.49,UK
2025-00182,P001,2025-12-22,611.06,IT
2025-00183,P008,2025-12-17,1620.79,UK
2025-00184,P002,2025-03-26,1341.35,UK
2025-00185,P007,2025-10-15,2349.15,IT
2025-00186,P010,2025-05-20,660.43,FR
2025-00187,P003,2025-10-20,692.53,FR
2025-00188,P009,2025-08-22,1536.26,UK
2025-00189,P005,2025-06-05,2564.8,ES
2025-00190,P012,2025-05-18,1678.85,DE
2025-00191,P004,2025-01-24,1624.02,ES
2025-00192,P001,2025-11-24,487.01,ES
2025-00193,P003,2025-05-19,2626.48,FR
2025-00194,P011,2025-05-08,2969.13,DE
2025-00195,P009,2025-03-01,54.13,ES
2025-00196,P011,2025-11-06,2918.04,ES
2025-00197,P002,2025-12-28,2657.76,ES
2025-00198,P012,2025-03-10,1254.61,UK
2025-00199,P005,2025-06-16,2956.52,FR
2025-00200,P006,2025-04-23,2204.91,ES
2025-00201,P003,2025-05-12,2916.23,UK
2025-00202,P011,2025-10-26,364.01,IT
2025-00203,P011,2025-05-12,2616.58,UK
2025-00204,P009,2025-04-16,2459.7,DE
2025-00205,P006,2025-05-18,651.56,IT
2025-00206,P003,2025-08-17,733.58,IT
2025-00207,P006,2025-03-17,2711.4,FR
2025-00208,P008,2025-04-03,1405.2,DE
2025-00209,P004,2025-10-19,1497.03,DE
2025-00210,P011,2025-05-25,112.09,DE
2025-00211,P003,2025-07-21,2077.73,DE
2025-00212,P002,2025-03-15,262.54,DE
2025-00213,P008,2025-11-27,2912.64,FR
2025-00214,P012,2025-09-27,455.01,FR
2025-00215,P010,2025-02-21,1164.73,FR
2025-00216,P002,2025-01-07,2302.16,FR
2025-00217,P003,2025-05-08,2321.85,ES
2025-00218,P003,2025-11-18,1818.93,FR
2025-00219,P002,2025-10-05,2221.59,ES
2025-00220,P012,2025-02-13,646.85,IT
2025-00221,P010,2025-08-16,2455.62,ES
2025-00222,P006,2025-09-03,505.81,FR
2025-00223,P009,2025-12-21,839.0,UK
2025-00224,P002,2025-01-11,2483.53,FR
2025-00225,P009,2025-06-01,352.57,IT
2025-00226,P003,2025-01-01,2740.89,FR
2025-00227,P004,2025-08-07,1186.88,ES
2025-00228,P011,2025-05-27,716.36,IT
2025-00229,P011,2025-02-27,1500.87,FR
2025-00230,P004,2025-02-22,2871.58,ES
2025-00231,P006,2025-02-09,1866.31,FR
2025-00232,P006,2025-02-13,2691.98,UK
2025-00233,P003,2025-04-02,1314.45,ES
2025-00234,P010,2025-04-03,2054.33,DE
2025-00235,P011,2025-12-18,939.61,ES
2025-00236,P006,2025-02-23,849.73,IT
2025-00237,P011,2025-07-08,2802.0,FR
2025-00238,P001,2025-03-18,2344.46,DE
2025-00239,P006,2025-03-17,1202.27,IT
2025-00240,P002,2025-02-27,1754.64,ES
2025-00241,P003,2025-02-16,1003.01,DE
2025-00242,P003,2025-07-17,1090.2,IT
2025-00243,P007,2025-09-04,2095.59,IT
2025-00244,P010,2025-11-22,1033.72,DE
2025-00245,P007,2025-08-03,1670.55,UK
2025-00246,P009,2025-09-10,1620.8,DE
2025-00247,P007,2025-02-12,1763.84,IT
2025-00248,P009,2025-10-23,2340.95,DE
2025-00249,P012,2025-02-14,743.82,FR
2025-00250,P004,2025-01-09,1119.08,IT
