OrderID,ProductID,Date,Revenue,Region
2024-00111,P006,2024-06-14,562.18,IT
2024-00112,P011,2024-06-10,85.35,DE
2024-00113,P008,2024-04-22,244.75,ES
2024-00114,P011,2024-11-15,1138.49,FR
2024-00115,P004,2024-07-29,939.53,UK
2024-00116,P008,2024-02-22,2151.97,UK
2024-00117,P003,2024-05-08,2879.15,UK
2024-00118,P006,2024-11-19,2104.13,DE
2024-00119,P006,2024-03-30,1924.29,ES
2024-00120,P011,2024-09-03,249.16,FR
2024-00121,P010,2024-10-26,1374.29,UK
2024-00122,P011,2024-04-29,1535.09,FR
2024-00123,P004,2024-01-11,1868.23,FR
2024-00124,P005,2024-05-01,2226.84,DE
2024-00125,P010,2024-02-10,226.77,ES
2024-00126,P008,2024-05-31,645.93,IT
2024-00127,P004,2024-11-24,161.82,UK
2024-00128,P008,2024-06-17,446.09,ES
2024-00129,P011,2024-01-21,1586.57,IT
2024-00130,P011,2024-05-27,2264.13,DE
2024-00131,P012,2024-06-18,1061.05,DE
2024-00132,P009,2024-01-28,2724.56,DE
2024-00133,P011,2024-12-22,2172.53,UK
2024-00134,P007,2024-09-23,998.83,IT
2024-00135,P011,2024-01-04,240.62,IT
2024-00136,P002,2024-04-08,203.72,DE
2024-00137,P004,2024-03-05,320.69,UK
2024-00138,P009,2024-04-14,747.11,FR
2024-00139,P007,2024-08-27,968.82,DE
2024-00140,P004,2024-08-05,570.48,DE
2024-00141,P005,2024-05-26,1750.44,DE
2024-00142,P005,2024-09-03,286.05,ES
2024-00143,P007,2024-07-12,544.91,IT
2024-00144,P007,2024-09-15,1847.71,IT
2024-00145,P003,2024-09-03,108.44,IT
2024-00146,P007,2024-02-12,2288.63,ES
2024-00147,P010,2024-10-02,500.76,DE
2024-00148,P005,2024-07-13,1417.77,IT
2024-00149,P005,2024-07-11,1708.32,IT
2024-00150,P002,2024-06-19,453.14,IT
2024-00151,P004,2024-03-20,2752.59,FR
2024-00152,P001,2024-09-13,2204.59,ES
2024-00153,P008,2024-07-26,2780.79,IT
2024-00154,P012,2024-07-10,1182.91,ES
2024-00155,P011,2024-10-28,260.14,FR
2024-00156,P002,2024-07-16,2799.78,DE
2024-00157,P004,2024-08-11,2873.44,ES
2024-00158,P009,2024-12-29,1491.43,ES
2024-00159,P012,2024-01-30,1970.17,IT
2024-00160,P012,2024-05-06,764.94,FR
2024-00161,P006,2024-11-19,2134.35,FR
2024-00162,P012,2024-12-06,1953.73,ES
2024-00163,P010,2024-08-21,2835.58,DE
2024-00164,P005,2024-05-06,1826.34,DE
2024-00165,P001,2024-02-29,2324.37,IT
2024-00166,P007,2024-12-27,1779.17,FR
2024-00167,P009,2024-04-06,2634.22,DE
2024-00168,P007,2024-05-09,2090.92,UK
2024-00169,P009,2024-12-03,2665.62,UK
2024-00170,P005,2024-07-29,2269.76,FR
2024-00171,P002,2024-11-21,1739.2,ES
2024-00172,P003,2024-05-17,2258.75,IT
2024-00173,P012,2024-06-06,68.94,DE
2024-00174,P008,2024-01-01,335.77,IT
2024-00175,P009,2024-08-01,1980.84,IT
2024-00176,P003,2024-03-31,1155.22,DE
2024-00177,P004,2024-09-06,586.85,FR
2024-00178,P008,2024-10-17,2452.39,DE
2024-00179,P004,2024-01-31,2262.25,DE
2024-00180,P005,2024-07-28,1350.15,UK
2024-00181,P002,2024-11-21,540.07,ES
2024-00182,P002,2024-07-12,417.81,FR
2024-00183,P006,2024-01-16,1777.66,IT
2024-00184,P008,2024-12-10,2293.57,FR
2024-00185,P001,2024-05-16,2267.81,FR
2024-00186,P011,2024-10-25,2378.16,FR
2024-00187,P002,2024-04-18,1590.89,FR
2024-00188,P007,2024-11-04,1584.22,ES
2024-00189,P008,2024-08-30,2282.89,UK
2024-00190,P007,2024-06-21,1143.82,ES
2024-00191,P006,2024-05-02,2825.92,IT
2024-00192,P007,2024-11-08,218.86,ES
2024-00193,P006,2024-02-21,59.1,IT
2024-00194,P012,2024-03-12,125.76,FR
2024-00195,P009,2024-05-23,2855.63,DE
2024-00196,P006,2024-08-19,1874.14,IT
2024-00197,P009,2024-07-30,1997.67,FR
2024-00198,P011,2024-06-13,99.06,ES
2024-00199,P001,2024-06-15,2049.89,DE
2024-00200,P010,2024-09-05,1230.49,UK
