OrderID,OrderDate,ProductID,CustomerID,Revenue
2023-ORD-00060,2023-01-21,P001,C046,1032.86
2023-ORD-00061,2023-03-28,P012,C030,2914.46
2023-ORD-00062,2023-11-17,P001,C040,2364.53
2023-ORD-00063,2023-02-24,P004,C003,167.03
2023-ORD-00064,2023-08-28,P011,C035,2015.33
2023-ORD-00065,2023-07-29,P005,C045,2340.54
2023-ORD-00066,2023-12-26,P006,C028,234.62
2023-ORD-00067,2023-07-23,P006,C049,1217.25
2023-ORD-00068,2023-02-15,P002,C024,2673.95
2023-ORD-00069,2023-12-14,P010,C023,1218.52
2023-ORD-00070,2023-12-10,P008,C050,2027.21
2023-ORD-00071,2023-09-02,P007,C039,1168.04
2023-ORD-00072,2023-11-28,P002,C005,2966.93
2023-ORD-00073,2023-04-16,P009,C038,2135.56
2023-ORD-00074,2023-08-29,P010,C040,2015.53
2023-ORD-00075,2023-10-18,P006,C023,466.19
2023-ORD-00076,2023-04-24,P012,C024,1930.08
2023-ORD-00077,2023-01-11,P001,C004,1502.95
2023-ORD-00078,2023-09-24,P002,C001,2479.82
2023-ORD-00079,2023-02-07,P010,C017,2017.36
2023-ORD-00080,2023-04-28,P002,C008,2345.79
2023-ORD-00081,2023-02-12,P007,C011,482.43
2023-ORD-00082,2023-03-31,P010,C009,1198.23
2023-ORD-00083,2023-08-05,P005,C048,1162.58
2023-ORD-00084,2023-04-01,P006,C025,1134.67
2023-ORD-00085,2023-05-19,P003,C035,2508.91
2023-ORD-00086,2023-10-26,P004,C033,1989.98
2023-ORD-00087,2023-12-08,P008,C023,1631.88
2023-ORD-00088,2023-11-18,P009,C015,465.65
2023-ORD-00089,2023-11-18,P010,C002,1295.37
2023-ORD-00090,2023-10-10,P004,C044,162.2
2023-ORD-00091,2023-02-05,P004,C023,1279.96
2023-ORD-00092,2023-09-05,P006,C009,2480.17
2023-ORD-00093,2023-10-30,P004,C046,2383.4
2023-ORD-00094,2023-12-25,P004,C005,2632.09
2023-ORD-00095,2023-10-23,P003,C031,147.62
2023-ORD-00096,2023-05-26,P009,C043,2170.22
2023-ORD-00097,2023-07-06,P008,C032,2327.74
2023-ORD-00098,2023-04-24,P006,C007,288.74
2023-ORD-00099,2023-10-25,P004,C006,2873.29
2023-ORD-00100,2023-04-27,P010,C008,1126.16
2023-ORD-00101,2023-01-31,P010,C016,2722.79
2023-ORD-00102,2023-09-12,P004,C040,2771.17
2023-ORD-00103,2023-09-20,P012,C003,94.59
2023-ORD-00104,2023-12-16,P005,C039,988.36
2023-ORD-00105,2023-05-16,P007,C003,727.57
2023-ORD-00106,2023-08-12,P009,C026,427.67
2023-ORD-00107,2023-06-13,P012,C001,767.2
2023-ORD-00108,2023-11-28,P007,C031,624.41
2023-ORD-00109,2023-03-09,P006,C032,732.02
2023-ORD-00110,2023-01-26,P002,C013,496.59
2023-ORD-00111,2023-12-04,P002,C013,2303.84
2023-ORD-00112,2023-06-14,P005,C032,1022.36
2023-ORD-00113,2023-12-05,P001,C029,57.63
2023-ORD-00114,2023-05-11,P010,C045,1941.94
2023-ORD-00115,2023-02-28,P005,C007,2818.03
2023-ORD-00116,2023-03-20,P005,C018,1249.66
2023-ORD-00117,2023-11-30,P003,C048,1601.27
2023-ORD-00118,2023-08-07,P008,C005,1632.9
2023-ORD-00119,2023-01-24,P005,C032,1885.39
2023-ORD-00120,2023-12-18,P001,C011,2372.49
2023-ORD-00121,2023-05-24,P005,C020,1264.77
2023-ORD-00122,2023-06-16,P009,C020,236.96
2023-ORD-00123,2023-02-22,P008,C003,1750.37
2023-ORD-00124,2023-05-30,P008,C027,709.43
2023-ORD-00125,2023-06-06,P008,C049,1367.92
2023-ORD-00126,2023-09-08,P005,C035,1069.34
2023-ORD-00127,2023-01-16,P004,C040,2117.06
2023-ORD-00128,2023-04-20,P011,C041,1770.04
2023-ORD-00129,2023-05-01,P009,C033,987.84
2023-ORD-00130,2023-04-03,P004,C042,2835.12
2023-ORD-00131,2023-08-10,P005,C029,1521.36
2023-ORD-00132,2023-09-03,P008,C025,2112.0
2023-ORD-00133,2023-12-25,P008,C017,645.15
2023-ORD-00134,2023-05-16,P010,C015,2351.44
2023-ORD-00135,2023-01-04,P009,C019,2100.76
2023-ORD-00136,2023-05-28,P010,C012,191.69
2023-ORD-00137,2023-11-16,P004,C043,1891.4
2023-ORD-00138,2023-11-20,P011,C031,664.91
2023-ORD-00139,2023-03-31,P012,C005,1462.87
2023-ORD-00140,2023-04-15,P003,C017,1377.25
2023-ORD-00141,2023-06-15,P007,C032,527.85
2023-ORD-00142,2023-02-27,P011,C008,1712.65
2023-ORD-00143,2023-09-28,P007,C015,380.5
2023-ORD-00144,2023-04-07,P004,C044,75.16
2023-ORD-00145,2023-04-30,P009,C025,2606.74
2023-ORD-00146,2023-03-26,P004,C050,1021.64
2023-ORD-00147,2023-11-01,P007,C026,1112.48
2023-ORD-00148,2023-08-31,P008,C039,1845.97
2023-ORD-00149,2023-09-30,P003,C046,2574.31
2023-ORD-00150,2023-07-26,P010,C041,179.82
2023-ORD-00151,2023-08-13,P007,C003,2063.22
2023-ORD-00152,2023-07-04,P006,C023,611.95
2023-ORD-00153,2023-10-18,P004,C046,182.14
2023-ORD-00154,2023-04-18,P001,C040,2317.7
2023-ORD-00155,2023-07-16,P009,C044,660.87
2023-ORD-00156,2023-12-28,P003,C029,1428.72
2023-ORD-00157,2023-02-01,P002,C001,390.18
2023-ORD-00158,2023-06-24,P011,C004,181.23
2023-ORD-00159,2023-10-02,P005,C019,1403.58
2023-ORD-00160,2023-11-19,P002,C038,492.62
2023-ORD-00161,2023-05-19,P012,C049,2886.35
2023-ORD-00162,2023-07-18,P003,C030,176.58
2023-ORD-00163,2023-06-10,P008,C041,2226.02
2023-ORD-00164,2023-01-23,P008,C049,1602.31
2023-ORD-00165,2023-05-30,P004,C014,1723.11
2023-ORD-00166,2023-04-10,P012,C030,1794.83
2023-ORD-00167,2023-01-30,P002,C017,1558.33
2023-ORD-00168,2023-01-07,P008,C029,2667.67
2023-ORD-00169,2023-06-15,P002,C048,2163.9
2023-ORD-00170,2023-11-25,P008,C003,845.46
2023-ORD-00171,2023-09-10,P003,C022,1709.83
2023-ORD-00172,2023-10-26,P011,C034,1608.71
2023-ORD-00173,2023-04-18,P006,C011,1258.2
2023-ORD-00174,2023-07-29,P012,C024,2305.56
2023-ORD-00175,2023-04-04,P007,C027,1937.6
2023-ORD-00176,2023-02-24,P011,C050,900.25
2023-ORD-00177,2023-07-19,P001,C039,2597.43
2023-ORD-00178,2023-06-07,P001,C046,2142.57
2023-ORD-00179,2023-03-30,P007,C029,2388.22
2023-ORD-00180,2023-08-28,P006,C016,1394.15
2023-ORD-00181,2023-01-20,P009,C019,923.98
2023-ORD-00182,2023-02-26,P012,C018,632.74
2023-ORD-00183,2023-03-16,P002,C042,809.41
2023-ORD-00184,2023-09-10,P006,C012,760.12
2023-ORD-00185,2023-05-15,P003,C042,796.09
2023-ORD-00186,2023-02-08,P006,C035,1575.63
2023-ORD-00187,2023-04-24,P002,C035,1589.55
2023-ORD-00188,2023-06-18,P006,C030,1054.74
2023-ORD-00189,2023-10-12,P007,C043,343.33
2023-ORD-00190,2023-09-26,P008,C001,124.63
2023-ORD-00191,2023-11-21,P008,C044,1788.76
2023-ORD-00192,2023-11-20,P012,C033,1478.82
2023-ORD-00193,2023-11-04,P007,C011,1250.82
2023-ORD-00194,2023-11-13,P011,C038,2898.02
2023-ORD-00195,2023-04-20,P010,C020,328.52
2023-ORD-00196,2023-11-23,P007,C001,794.62
2023-ORD-00197,2023-05-27,P011,C043,1522.21
2023-ORD-00198,2023-10-23,P006,C042,2004.35
2023-ORD-00199,2023-11-05,P004,C020,2209.73
2023-ORD-00200,2023-05-07,P003,C019,1801.28
2023-ORD-00201,2023-06-09,P001,C014,737.24
2023-ORD-00202,2023-05-21,P002,C043,183.13
2023-ORD-00203,2023-09-12,P008,C041,807.85
2023-ORD-00204,2023-04-14,P006,C003,437.19
2023-ORD-00205,2023-08-19,P010,C020,1229.56
2023-ORD-00206,2023-06-02,P005,C039,366.84
2023-ORD-00207,2023-05-02,P010,C021,2878.64
2023-ORD-00208,2023-08-14,P006,C008,2439.67
2023-ORD-00209,2023-01-15,P006,C029,2529.15
2023-ORD-00210,2023-10-30,P009,C002,939.14
2023-ORD-00211,2023-06-05,P006,C023,817.74
2023-ORD-00212,2023-05-28,P002,C038,409.51
2023-ORD-00213,2023-11-11,P007,C001,2055.81
2023-ORD-00214,2023-01-20,P001,C025,535.37
2023-ORD-00215,2023-07-24,P005,C048,2138.14
2023-ORD-00216,2023-09-16,P012,C022,1213.31
2023-ORD-00217,2023-02-07,P004,C023,2208.36
2023-ORD-00218,2023-07-27,P008,C045,685.68
2023-ORD-00219,2023-09-21,P003,C031,194.6
2023-ORD-00220,2023-10-04,P009,C025,155.84
2023-ORD-00221,2023-04-03,P012,C005,789.14
2023-ORD-00222,2023-02-03,P004,C013,552.32
2023-ORD-00223,2023-11-01,P002,C003,1450.26
2023-ORD-00224,2023-07-06,P002,C025,2135.87
2023-ORD-00225,2023-08-20,P003,C040,1452.04
2023-ORD-00226,2023-05-22,P011,C031,1441.11
2023-ORD-00227,2023-08-19,P005,C034,1973.55
2023-ORD-00228,2023-08-26,P011,C048,1228.3
2023-ORD-00229,2023-02-12,P011,C009,1822.31
2023-ORD-00230,2023-04-17,P008,C037,2387.03
2023-ORD-00231,2023-10-04,P009,C030,1792.98
2023-ORD-00232,2023-01-29,P002,C006,114.49
2023-ORD-00233,2023-01-12,P012,C036,2368.15
2023-ORD-00234,2023-09-28,P004,C026,2077.12
2023-ORD-00235,2023-10-30,P004,C048,1772.93
2023-ORD-00236,2023-03-29,P002,C030,660.31
2023-ORD-00237,2023-09-06,P002,C010,2544.1
2023-ORD-00238,2023-02-21,P003,C015,1624.1
2023-ORD-00239,2023-04-03,P008,C047,1303.94
2023-ORD-00240,2023-11-09,P004,C043,1451.63
2023-ORD-00241,2023-08-17,P001,C025,2618.07
2023-ORD-00242,2023-11-29,P008,C021,2895.82
2023-ORD-00243,2023-06-14,P001,C042,195.71
2023-ORD-00244,2023-09-22,P009,C039,998.18
2023-ORD-00245,2023-11-05,P002,C020,2187.7
2023-ORD-00246,2023-02-27,P003,C002,1559.84
2023-ORD-00247,2023-04-18,P010,C034,1024.89
2023-ORD-00248,2023-09-17,P012,C033,1951.11
2023-ORD-00249,2023-03-01,P011,C008,1247.07
2023-ORD-00250,2023-01-11,P010,C047,2697.91
2024-ORD-00001,2024-08-09,P006,C047,1935.5
2024-ORD-00002,2024-12-16,P012,C014,1943.86
2024-ORD-00003,2024-04-07,P003,C020,1953.08
2024-ORD-00004,2024-04-15,P004,C036,416.46
2024-ORD-00005,2024-10-02,P007,C011,505.8
2024-ORD-00006,2024-11-10,P012,C026,1624.31
2024-ORD-00007,2024-12-03,P009,C031,2659.14
2024-ORD-00008,2024-05-11,P010,C029,2592.54
2024-ORD-00009,2024-07-19,P002,C039,2981.35
2024-ORD-00010,2024-03-08,P005,C006,819.45
2024-ORD-00011,2024-11-20,P008,C002,2962.49
2024-ORD-00012,2024-05-12,P004,C034,145.94
2024-ORD-00013,2024-12-11,P008,C048,672.37
2024-ORD-00014,2024-11-04,P007,C046,326.83
2024-ORD-00015,2024-03-03,P010,C048,1440.7
2024-ORD-00016,2024-12-18,P011,C049,1662.65
2024-ORD-00017,2024-08-15,P005,C020,234.77
2024-ORD-00018,2024-12-03,P004,C022,1330.57
2024-ORD-00019,2024-08-19,P007,C008,99.03
2024-ORD-00020,2024-12-26,P006,C002,2761.95
2024-ORD-00021,2024-10-07,P006,C018,631.53
2024-ORD-00022,2024-09-03,P009,C006,1970.21
2024-ORD-00023,2024-07-13,P007,C010,220.55
2024-ORD-00024,2024-08-24,P003,C041,2452.87
2024-ORD-00025,2024-11-11,P002,C014,1442.74
2024-ORD-00026,2024-05-24,P006,C008,2225.88
2024-ORD-00027,2024-07-04,P007,C026,2249.95
2024-ORD-00028,2024-02-04,P007,C049,2393.02
2024-ORD-00029,2024-11-06,P012,C030,1421.61
2024-ORD-00030,2024-12-13,P008,C007,2062.07
2024-ORD-00031,2024-11-18,P003,C047,2100.9
2024-ORD-00032,2024-09-28,P009,C009,2535.15
2024-ORD-00033,2024-12-06,P001,C043,151.69
2024-ORD-00034,2024-01-05,P003,C029,163.65
2024-ORD-00035,2024-08-05,P004,C047,2100.14
2024-ORD-00036,2024-08-21,P004,C019,898.13
2024-ORD-00037,2024-10-12,P006,C034,1875.38
2024-ORD-00038,2024-03-03,P010,C048,2664.73
2024-ORD-00039,2024-02-26,P002,C041,2214.9
2024-ORD-00040,2024-01-20,P009,C029,1444.91
2024-ORD-00041,2024-09-27,P007,C001,2480.2
2024-ORD-00042,2024-04-14,P008,C036,2174.57
2024-ORD-00043,2024-02-05,P007,C006,412.23
2024-ORD-00044,2024-01-08,P009,C045,183.51
2024-ORD-00045,2024-06-11,P003,C015,592.09
2024-ORD-00046,2024-02-03,P008,C024,1058.69
2024-ORD-00047,2024-09-28,P002,C043,2208.03
2024-ORD-00048,2024-06-27,P009,C020,512.29
2024-ORD-00049,2024-01-24,P011,C016,1643.44
2024-ORD-00050,2024-11-30,P003,C002,1099.53
2024-ORD-00051,2024-01-02,P006,C026,1980.06
2024-ORD-00052,2024-09-29,P011,C040,351.27
2024-ORD-00053,2024-07-10,P010,C043,533.88
2024-ORD-00054,2024-10-01,P005,C004,2227.91
2024-ORD-00055,2024-06-26,P008,C043,320.81
2024-ORD-00056,2024-07-04,P009,C039,2905.44
2024-ORD-00057,2024-03-13,P004,C042,1241.93
2024-ORD-00058,2024-07-21,P010,C022,956.52
2024-ORD-00059,2024-08-12,P008,C017,2108.22
2024-ORD-00060,2024-02-10,P005,C046,318.01
2024-ORD-00061,2024-11-27,P009,C009,2450.3
2024-ORD-00062,2024-06-21,P010,C037,1014.96
2024-ORD-00063,2024-06-01,P005,C017,2771.93
2024-ORD-00064,2024-07-19,P006,C031,677.61
2024-ORD-00065,2024-02-19,P012,C014,2699.03
2024-ORD-00066,2024-01-28,P005,C031,892.32
2024-ORD-00067,2024-07-04,P010,C007,97.18
2024-ORD-00068,2024-06-03,P006,C007,530.41
2024-ORD-00069,2024-12-25,P007,C026,1762.44
2024-ORD-00070,2024-03-25,P010,C003,486.59
2024-ORD-00071,2024-11-01,P009,C001,2675.93
2024-ORD-00072,2024-04-07,P012,C024,2442.59
2024-ORD-00073,2024-10-21,P003,C004,1508.53
2024-ORD-00074,2024-09-07,P012,C034,105.8
2024-ORD-00075,2024-09-23,P001,C033,410.86
2024-ORD-00076,2024-11-13,P012,C016,1978.61
2024-ORD-00077,2024-10-23,P012,C010,1656.83
2024-ORD-00078,2024-12-01,P005,C036,1649.57
2024-ORD-00079,2024-06-26,P009,C027,1946.21
2024-ORD-00080,2024-05-09,P010,C015,103.19
2024-ORD-00081,2024-09-16,P008,C006,155.62
2024-ORD-00082,2024-02-02,P003,C025,2588.18
2024-ORD-00083,2024-10-18,P012,C018,289.87
2024-ORD-00084,2024-05-22,P012,C011,106.82
2024-ORD-00085,2024-02-22,P005,C002,2247.06
2024-ORD-00086,2024-10-18,P005,C024,2063.05
2024-ORD-00087,2024-04-03,P002,C043,113.48
2024-ORD-00088,2024-04-07,P004,C002,2385.2
2024-ORD-00089,2024-11-15,P008,C001,2349.82
2024-ORD-00090,2024-10-15,P002,C020,1130.45
2024-ORD-00091,2024-02-14,P001,C027,790.7
2024-ORD-00092,2024-11-17,P006,C044,717.33
2024-ORD-00093,2024-07-17,P004,C024,2839.22
2024-ORD-00094,2024-01-26,P007,C018,2642.79
2024-ORD-00095,2024-02-08,P007,C017,2421.99
2024-ORD-00096,2024-10-22,P006,C010,1961.31
2024-ORD-00097,2024-01-22,P011,C042,2779.13
2024-ORD-00098,2024-03-03,P003,C006,1186.66
2024-ORD-00099,2024-07-30,P012,C032,764.01
2024-ORD-00100,2024-12-29,P006,C046,180.77
2024-ORD-00101,2024-06-01,P001,C028,2224.17
2024-ORD-00102,2024-11-02,P004,C042,2731.52
2024-ORD-00103,2024-08-08,P010,C037,1518.42
2024-ORD-00104,2024-04-30,P005,C025,1647.84
2024-ORD-00105,2024-11-30,P009,C027,231.28
2024-ORD-00106,2024-07-11,P001,C029,2932.83
2024-ORD-00107,2024-04-14,P001,C013,1090.26
2024-ORD-00108,2024-02-16,P004,C004,469.0
2024-ORD-00109,2024-08-07,P005,C035,2667.47
2024-ORD-00110,2024-09-18,P003,C014,2912.77
2024-ORD-00111,2024-09-17,P005,C007,2958.62
2024-ORD-00112,2024-10-28,P007,C020,230.12
2024-ORD-00113,2024-11-19,P004,C044,259.48
2024-ORD-00114,2024-01-18,P003,C048,2334.92
2024-ORD-00115,2024-04-02,P008,C021,2408.61
2024-ORD-00116,2024-05-02,P001,C022,170.17
2024-ORD-00117,2024-11-22,P005,C002,481.79
2024-ORD-00118,2024-12-23,P004,C043,1718.64
2024-ORD-00119,2024-12-14,P009,C033,2235.58
2024-ORD-00120,2024-03-23,P012,C030,1017.52
2024-ORD-00121,2024-02-04,P001,C027,2516.6
2024-ORD-00122,2024-11-13,P004,C022,1009.6
2024-ORD-00123,2024-07-31,P011,C026,1039.97
2024-ORD-00124,2024-12-19,P011,C046,2785.14
2024-ORD-00125,2024-09-12,P007,C023,1791.04
2024-ORD-00126,2024-01-21,P003,C033,386.28
2024-ORD-00127,2024-03-12,P002,C044,2050.67
2024-ORD-00128,2024-02-14,P008,C041,2913.24
2024-ORD-00129,2024-12-24,P002,C027,1164.31
2024-ORD-00130,2024-03-02,P012,C037,1494.33
2024-ORD-00131,2024-02-22,P012,C011,2448.71
2024-ORD-00132,2024-08-21,P011,C047,2516.48
2024-ORD-00133,2024-06-12,P002,C022,2204.18
2024-ORD-00134,2024-02-15,P005,C024,2637.19
2024-ORD-00135,2024-12-18,P009,C001,1952.09
2024-ORD-00136,2024-02-16,P008,C036,1199.84
2024-ORD-00137,2024-01-05,P003,C050,2066.41
2024-ORD-00138,2024-11-11,P006,C025,1667.22
2024-ORD-00139,2024-06-03,P002,C050,2122.02
2024-ORD-00140,2024-06-22,P009,C044,2884.01
2024-ORD-00141,2024-07-27,P012,C025,2794.73
2024-ORD-00142,2024-05-26,P001,C018,1754.45
2024-ORD-00143,2024-10-02,P002,C019,804.65
2024-ORD-00144,2024-01-07,P011,C015,1038.4
2024-ORD-00145,2024-11-22,P011,C026,1134.35
2024-ORD-00146,2024-09-14,P007,C017,1165.81
2024-ORD-00147,2024-08-05,P011,C040,2490.05
2024-ORD-00148,2024-12-13,P005,C045,679.09
2024-ORD-00149,2024-09-15,P001,C031,1500.25
2024-ORD-00150,2024-03-15,P008,C033,297.04
2024-ORD-00151,2024-06-02,P003,C003,2791.98
2024-ORD-00152,2024-05-07,P009,C030,1054.3
2024-ORD-00153,2024-01-24,P006,C026,2823.99
2024-ORD-00154,2024-10-07,P008,C024,634.84
2024-ORD-00155,2024-10-16,P002,C017,2774.33
2024-ORD-00156,2024-02-12,P008,C040,2401.17
2024-ORD-00157,2024-10-18,P009,C001,582.81
2024-ORD-00158,2024-08-27,P006,C035,1618.01
2024-ORD-00159,2024-12-08,P001,C036,2134.76
2024-ORD-00160,2024-04-04,P002,C040,2784.9
2024-ORD-00161,2024-08-07,P006,C029,1544.91
2024-ORD-00162,2024-04-22,P007,C023,2190.79
2024-ORD-00163,2024-05-29,P009,C007,1239.75
2024-ORD-00164,2024-10-09,P007,C015,412.17
2024-ORD-00165,2024-07-16,P010,C008,2457.17
2024-ORD-00166,2024-05-10,P001,C047,769.1
2024-ORD-00167,2024-12-16,P005,C025,429.41
2024-ORD-00168,2024-05-15,P010,C021,730.04
2024-ORD-00169,2024-10-13,P011,C017,931.72
2024-ORD-00170,2024-08-11,P009,C008,1672.64
2024-ORD-00171,2024-08-28,P006,C029,1884.53
2024-ORD-00172,2024-12-28,P004,C015,1587.27
2024-ORD-00173,2024-06-26,P004,C011,1330.58
2024-ORD-00174,2024-08-28,P011,C026,339.21
2024-ORD-00175,2024-02-05,P003,C006,1147.45
2024-ORD-00176,2024-11-06,P004,C032,182.3
2024-ORD-00177,2024-09-22,P011,C003,1557.7
2024-ORD-00178,2024-03-03,P004,C018,357.3
2024-ORD-00179,2024-01-02,P010,C038,60.56
2024-ORD-00180,2024-01-30,P004,C026,1167.82
2024-ORD-00181,2024-02-26,P011,C010,2348.78
2024-ORD-00182,2024-09-03,P003,C023,1463.79
2024-ORD-00183,2024-09-05,P010,C006,2960.14
2024-ORD-00184,2024-01-24,P008,C024,1194.06
2024-ORD-00185,2024-01-16,P010,C028,2920.88
2024-ORD-00186,2024-02-10,P001,C029,2656.13
2024-ORD-00187,2024-11-02,P008,C019,1995.45
2024-ORD-00188,2024-12-15,P010,C030,2782.59
2024-ORD-00189,2024-11-29,P005,C012,1379.07
2024-ORD-00190,2024-10-10,P008,C013,2318.3
2024-ORD-00191,2024-02-26,P011,C035,2752.64
2024-ORD-00192,2024-04-15,P007,C004,512.81
2024-ORD-00193,2024-11-03,P010,C050,106.72
2024-ORD-00194,2024-11-17,P011,C022,2480.35
2024-ORD-00195,2024-10-01,P006,C017,1600.09
2024-ORD-00196,2024-01-30,P012,C020,2960.22
2024-ORD-00197,2024-01-11,P009,C045,2685.76
2024-ORD-00198,2024-01-04,P003,C018,2660.62
2024-ORD-00199,2024-04-03,P007,C043,298.44
2024-ORD-00200,2024-05-20,P007,C049,2999.54
2024-ORD-00201,2024-02-09,P010,C039,1221.01
2024-ORD-00202,2024-02-09,P006,C013,589.81
2024-ORD-00203,2024-01-22,P011,C012,964.71
2024-ORD-00204,2024-06-30,P006,C045,1686.79
2024-ORD-00205,2024-02-24,P012,C018,1661.83
2024-ORD-00206,2024-11-10,P008,C040,1608.19
2024-ORD-00207,2024-05-16,P009,C023,2477.81
2024-ORD-00208,2024-05-15,P001,C023,1361.86
2024-ORD-00209,2024-09-09,P007,C028,2830.96
2024-ORD-00210,2024-02-19,P002,C025,2296.42
2024-ORD-00211,2024-01-03,P011,C048,1796.66
2024-ORD-00212,2024-10-26,P008,C024,428.34
2024-ORD-00213,2024-09-02,P007,C035,389.91
2024-ORD-00214,2024-03-26,P007,C027,1261.23
2024-ORD-00215,2024-01-10,P002,C002,2565.04
2024-ORD-00216,2024-06-26,P008,C010,592.99
2024-ORD-00217,2024-05-24,P008,C046,1076.73
2024-ORD-00218,2024-02-26,P009,C018,1913.45
2024-ORD-00219,2024-01-24,P011,C007,2336.24
2024-ORD-00220,2024-12-13,P001,C043,625.62
2024-ORD-00221,2024-08-21,P004,C038,1439.8
2024-ORD-00222,2024-05-21,P006,C047,426.45
2024-ORD-00223,2024-06-13,P009,C044,221.57
2024-ORD-00224,2024-09-21,P011,C021,1057.71
2024-ORD-00225,2024-11-11,P010,C039,1098.99
2024-ORD-00226,2024-05-12,P005,C032,476.2
2024-ORD-00227,2024-09-19,P008,C021,1112.88
2024-ORD-00228,2024-05-23,P002,C009,2866.14
2024-ORD-00229,2024-01-22,P007,C028,2183.86
2024-ORD-00230,2024-05-30,P005,C046,244.34
2024-ORD-00231,2024-12-05,P007,C009,2587.36
2024-ORD-00232,2024-08-28,P001,C002,2950.98
2024-ORD-00233,2024-05-18,P002,C049,994.44
2024-ORD-00234,2024-05-16,P006,C025,1756.76
2024-ORD-00235,2024-03-22,P010,C003,2247.39
2024-ORD-00236,2024-06-04,P002,C047,1440.16
2024-ORD-00237,2024-11-11,P010,C040,2779.87
2024-ORD-00238,2024-09-13,P003,C036,1883.32
2024-ORD-00239,2024-09-22,P001,C035,2945.45
2024-ORD-00240,2024-12-09,P004,C035,797.87
2024-ORD-00241,2024-01-24,P012,C038,630.24
2024-ORD-00242,2024-01-30,P006,C014,2848.89
2024-ORD-00243,2024-07-13,P009,C036,734.22
2024-ORD-00244,2024-10-31,P009,C034,795.25
2024-ORD-00245,2024-08-23,P004,C005,2284.67
2024-ORD-00246,2024-09-08,P001,C016,799.68
2024-ORD-00247,2024-03-09,P008,C011,236.22
2024-ORD-00248,2024-04-15,P009,C007,1189.96
2024-ORD-00249,2024-10-13,P008,C048,2882.8
2024-ORD-00250,2024-11-23,P007,C049,2431.48
