OrderID,OrderDate,ProductID,CustomerID,Revenue
ORD-00091,2024-08-16,P009,C022,1547.5
ORD-00092,2024-08-29,P007,C029,2586.85
ORD-00093,2024-11-19,P007,C046,2528.55
ORD-00094,2024-05-29,P009,C021,2787.62
ORD-00095,2024-05-27,P009,C014,1412.43
ORD-00096,2024-01-11,P003,C014,1467.77
ORD-00097,2024-04-27,P009,C044,1144.36
ORD-00098,2024-11-22,P005,C009,2569.71
ORD-00099,2024-08-06,P011,C007,2840.94
ORD-00100,2024-02-18,P008,C044,2124.55
ORD-00101,2024-05-25,P007,C020,2852.8
ORD-00102,2024-08-10,P001,C050,904.66
ORD-00103,2024-09-10,P004,C009,2827.6
ORD-00104,2024-12-21,P012,C013,2009.94
ORD-00105,2024-06-22,P006,C031,2838.72
ORD-00106,2024-06-26,P006,C009,1746.55
ORD-00107,2024-03-03,P002,C047,677.81
ORD-00108,2024-01-20,P012,C037,354.26
ORD-00109,2024-01-25,P011,C007,909.47
ORD-00110,2024-01-31,P002,C045,2398.34
ORD-00111,2024-05-03,P012,C024,452.83
ORD-00112,2024-11-23,P003,C026,2116.72
ORD-00113,2024-02-02,P001,C048,263.96
ORD-00114,2024-10-08,P008,C022,2346.66
ORD-00115,2024-10-18,P002,C021,960.28
ORD-00116,2024-06-18,P006,C036,2592.55
ORD-00117,2024-09-12,P012,C043,550.62
ORD-00118,2024-05-27,P011,C031,2206.41
ORD-00119,2024-11-16,P011,C043,316.95
ORD-00120,2024-01-14,P011,C035,2269.61
ORD-00121,2024-10-13,P005,C031,211.43
ORD-00122,2024-12-13,P001,C017,341.98
ORD-00123,2024-07-14,P002,C036,2131.04
ORD-00124,2024-07-17,P004,C035,703.3
ORD-00125,2024-03-05,P010,C034,2982.71
ORD-00126,2024-05-28,P008,C007,576.84
ORD-00127,2024-10-16,P010,C028,148.83
ORD-00128,2024-07-22,P009,C031,2577.24
ORD-00129,2024-05-24,P010,C050,1792.98
ORD-00130,2024-08-17,P010,C001,1607.29
ORD-00131,2024-10-22,P005,C009,119.27
ORD-00132,2024-12-15,P011,C045,2870.83
ORD-00133,2024-12-29,P012,C015,1550.7
ORD-00134,2024-08-06,P004,C017,1327.35
ORD-00135,2024-04-28,P001,C011,759.37
ORD-00136,2024-10-29,P005,C026,1428.93
ORD-00137,2024-08-25,P007,C003,675.35
ORD-00138,2024-06-27,P005,C041,1734.87
ORD-00139,2024-11-23,P010,C026,2607.02
ORD-00140,2024-04-20,P012,C019,605.51
ORD-00141,2024-10-01,P010,C002,1341.89
ORD-00142,2024-06-17,P001,C012,2975.78
ORD-00143,2024-11-04,P011,C004,88.1
ORD-00144,2024-03-05,P004,C035,1401.51
ORD-00145,2024-05-18,P005,C026,2166.63
ORD-00146,2024-12-28,P006,C004,2684.94
ORD-00147,2024-02-21,P003,C029,569.99
ORD-00148,2024-01-02,P007,C027,2315.52
ORD-00149,2024-05-29,P003,C036,78.61
ORD-00150,2024-01-30,P006,C012,1029.57
ORD-00151,2024-04-16,P009,C030,280.31
ORD-00152,2024-06-08,P002,C028,2106.54
ORD-00153,2024-09-24,P006,C044,532.23
ORD-00154,2024-07-14,P009,C044,1206.17
ORD-00155,2024-02-07,P002,C015,1371.33
ORD-00156,2024-08-17,P001,C020,2148.85
ORD-00157,2024-11-13,P012,C021,1119.32
ORD-00158,2024-06-21,P009,C029,2555.86
ORD-00159,2024-04-08,P007,C017,2497.09
ORD-00160,2024-08-21,P003,C023,140.24
ORD-00161,2024-06-03,P004,C042,2860.45
ORD-00162,2024-10-13,P003,C048,2820.16
ORD-00163,2024-09-28,P005,C007,2552.16
ORD-00164,2024-06-26,P006,C012,1209.89
ORD-00165,2024-02-20,P003,C016,1107.07
ORD-00166,2024-09-13,P009,C019,2872.23
ORD-00167,2024-05-30,P002,C018,332.33
ORD-00168,2024-11-16,P006,C015,1978.09
ORD-00169,2024-01-31,P001,C020,2455.58
ORD-00170,2024-03-01,P002,C015,1513.31
ORD-00171,2024-09-19,P008,C014,2954.58
ORD-00172,2024-05-17,P008,C044,2244.45
ORD-00173,2024-01-02,P003,C006,2126.98
ORD-00174,2024-03-28,P002,C022,2589.19
ORD-00175,2024-06-17,P006,C035,2911.39
ORD-00176,2024-01-01,P001,C027,734.17
ORD-00177,2024-08-02,P010,C002,640.54
ORD-00178,2024-01-02,P005,C014,1992.41
ORD-00179,2024-12-11,P002,C011,116.74
ORD-00180,2024-05-10,P006,C016,2681.95
ORD-00181,2024-10-21,P004,C022,1524.38
ORD-00182,2024-02-25,P001,C026,52.73
ORD-00183,2024-10-10,P012,C024,464.91
ORD-00184,2024-04-30,P012,C020,2048.12
ORD-00185,2024-04-07,P011,C044,1920.84
ORD-00186,2024-06-29,P009,C012,2059.98
ORD-00187,2024-01-26,P007,C001,2890.21
ORD-00188,2024-12-10,P005,C036,1947.63
ORD-00189,2024-03-02,P008,C026,1786.53
ORD-00190,2024-04-11,P002,C038,1378.49
ORD-00191,2024-02-26,P002,C006,844.22
ORD-00192,2024-06-17,P005,C040,2338.08
ORD-00193,2024-01-20,P008,C006,512.59
ORD-00194,2024-02-10,P001,C040,1055.82
ORD-00195,2024-07-20,P008,C048,979.17
ORD-00196,2024-12-03,P010,C027,2337.25
ORD-00197,2024-07-10,P006,C018,2768.98
ORD-00198,2024-03-16,P012,C001,2032.12
ORD-00199,2024-08-28,P009,C019,2465.72
ORD-00200,2024-05-14,P007,C016,2517.74
ORD-00201,2024-02-08,P001,C024,2755.04
ORD-00202,2024-11-21,P001,C015,951.69
ORD-00203,2024-02-15,P010,C041,1829.52
ORD-00204,2024-06-23,P003,C045,367.27
ORD-00205,2024-12-21,P003,C036,2197.53
ORD-00206,2024-01-08,P002,C046,891.87
ORD-00207,2024-07-23,P004,C026,721.77
ORD-00208,2024-03-04,P005,C033,2784.84
ORD-00209,2024-03-22,P005,C008,2372.78
ORD-00210,2024-01-11,P004,C034,2292.79
ORD-00211,2024-01-19,P002,C040,243.65
ORD-00212,2024-11-27,P007,C019,2290.18
ORD-00213,2024-05-24,P004,C030,1756.76
ORD-00214,2024-06-24,P003,C010,2202.6
ORD-00215,2024-07-09,P006,C044,2069.76
ORD-00216,2024-12-11,P003,C033,761.58
ORD-00217,2024-11-25,P003,C030,2269.38
ORD-00218,2024-07-01,P002,C022,108.67
ORD-00219,2024-05-13,P011,C032,120.09
ORD-00220,2024-05-08,P003,C014,244.64
ORD-00221,2024-06-30,P004,C040,2218.34
ORD-00222,2024-12-11,P006,C041,2629.18
ORD-00223,2024-10-17,P006,C010,976.88
ORD-00224,2024-11-18,P003,C049,1692.93
ORD-00225,2024-05-04,P005,C043,1907.01
ORD-00226,2024-07-23,P006,C031,888.49
ORD-00227,2024-08-13,P006,C026,2806.19
ORD-00228,2024-01-17,P002,C046,891.27
ORD-00229,2024-05-20,P009,C039,569.15
ORD-00230,2024-10-02,P005,C041,2299.22
ORD-00231,2024-08-26,P012,C001,689.06
ORD-00232,2024-08-29,P003,C004,2348.66
ORD-00233,2024-06-09,P011,C044,2723.61
ORD-00234,2024-07-12,P002,C038,1206.85
ORD-00235,2024-04-06,P007,C007,1109.67
ORD-00236,2024-12-02,P011,C047,499.94
ORD-00237,2024-05-04,P011,C007,1572.57
ORD-00238,2024-09-07,P005,C014,2142.83
ORD-00239,2024-05-27,P006,C021,1052.91
ORD-00240,2024-12-27,P006,C030,483.08
ORD-00241,2024-08-27,P005,C029,2898.74
ORD-00242,2024-12-04,P008,C015,1491.3
ORD-00243,2024-09-03,P010,C008,1160.24
ORD-00244,2024-06-06,P002,C038,181.84
ORD-00245,2024-01-29,P007,C020,1103.21
ORD-00246,2024-09-01,P004,C030,1637.5
ORD-00247,2024-03-25,P011,C032,2541.56
ORD-00248,2024-11-06,P004,C011,1091.82
ORD-00249,2024-08-15,P003,C044,1391.76
ORD-00250,2024-05-09,P004,C047,2587.67
ORD-00251,2024-07-16,P008,C028,2570.67
ORD-00252,2024-04-20,P005,C017,2878.94
ORD-00253,2024-06-29,P008,C045,2655.9
ORD-00254,2024-03-18,P003,C039,2200.85
ORD-00255,2024-06-21,P006,C034,1381.49
ORD-00256,2024-10-19,P004,C025,964.87
ORD-00257,2024-10-12,P011,C017,2517.31
ORD-00258,2024-09-24,P005,C041,2087.7
ORD-00259,2024-04-14,P010,C015,2233.68
ORD-00260,2024-01-02,P012,C020,1968.68
ORD-00261,2024-10-01,P012,C045,146.21
ORD-00262,2024-02-08,P009,C003,553.46
ORD-00263,2024-11-07,P001,C013,2620.66
ORD-00264,2024-12-03,P011,C012,1786.58
ORD-00265,2024-06-04,P007,C003,1189.78
ORD-00266,2024-08-30,P011,C047,2862.21
ORD-00267,2024-10-01,P010,C049,1328.55
ORD-00268,2024-04-01,P008,C030,1310.29
ORD-00269,2024-04-26,P008,C038,1579.92
ORD-00270,2024-07-08,P007,C017,819.42
ORD-00271,2024-02-14,P006,C041,2841.88
ORD-00272,2024-08-26,P009,C013,2222.28
ORD-00273,2024-06-17,P008,C006,538.3
ORD-00274,2024-03-07,P002,C037,975.25
ORD-00275,2024-02-10,P001,C029,837.41
ORD-00276,2024-07-22,P002,C003,2799.86
ORD-00277,2024-11-22,P006,C011,1759.73
ORD-00278,2024-02-03,P005,C049,2396.25
ORD-00279,2024-10-03,P010,C018,1397.82
ORD-00280,2024-07-08,P003,C007,1178.74
ORD-00281,2024-07-06,P012,C025,2765.03
ORD-00282,2024-02-26,P003,C012,392.56
ORD-00283,2024-04-13,P008,C044,1265.87
ORD-00284,2024-01-21,P012,C041,942.77
ORD-00285,2024-09-30,P008,C023,2888.62
ORD-00286,2024-05-23,P011,C017,1579.66
ORD-00287,2024-11-23,P012,C015,1571.19
ORD-00288,2024-05-06,P004,C011,1412.32
ORD-00289,2024-11-30,P004,C038,851.87
ORD-00290,2024-08-24,P012,C019,2562.62
ORD-00291,2024-09-21,P004,C009,754.15
ORD-00292,2024-10-04,P012,C021,1788.83
ORD-00293,2024-02-19,P010,C013,2019.15
ORD-00294,2024-12-18,P006,C002,1642.22
ORD-00295,2024-05-19,P011,C039,456.78
ORD-00296,2024-10-23,P009,C002,436.52
ORD-00297,2024-12-21,P001,C036,368.1
ORD-00298,2024-08-29,P008,C027,2345.6
ORD-00299,2024-11-09,P010,C046,1824.6
ORD-00300,2024-06-06,P012,C004,2496.2
