OrderID,Revenue,Cost
ORD-00078,283.64,117.29
ORD-00079,2893.77,1864.22
ORD-00080,2440.7,1144.52
ORD-00081,965.2,404.78
ORD-00082,1262.3,871.84
ORD-00083,266.3,109.27
ORD-00084,52.33,27.31
ORD-00085,955.64,602.32
ORD-00086,563.29,251.58
ORD-00087,792.74,450.91
ORD-00088,2021.53,1165.69
ORD-00089,2634.71,1731.91
ORD-00090,839.4,501.99
ORD-00091,2958.25,1318.02
ORD-00092,2674.07,1437.77
ORD-00093,665.26,474.2
ORD-00094,2071.32,870.06
ORD-00095,535.65,385.78
ORD-00096,1101.43,787.62
ORD-00097,2795.15,1842.07
ORD-00098,64.99,47.91
ORD-00099,1724.06,987.74
ORD-00100,1924.29,1028.32
ORD-00101,2412.55,1594.44
ORD-00102,2708.28,1201.93
ORD-00103,849.67,476.37
ORD-00104,2535.66,1721.28
ORD-00105,800.24,435.17
ORD-00106,287.97,172.82
ORD-00107,1340.01,600.86
ORD-00108,706.12,477.25
ORD-00109,1509.83,703.75
ORD-00110,649.67,442.7
ORD-00111,2893.09,2035.62
ORD-00112,312.32,219.34
ORD-00113,374.8,200.41
ORD-00114,887.89,471.12
ORD-00115,1740.69,995.09
ORD-00116,2114.9,1121.64
ORD-00117,531.38,344.15
ORD-00118,2441.12,1276.5
ORD-00119,2012.15,905.11
ORD-00120,2855.37,1854.54
ORD-00121,306.02,147.57
ORD-00122,226.2,158.57
ORD-00123,2736.65,1678.34
ORD-00124,1650.63,1148.69
ORD-00125,478.61,232.1
ORD-00126,2180.02,1309.12
ORD-00127,1402.33,649.6
ORD-00128,411.54,268.85
ORD-00129,2636.67,1245.62
ORD-00130,1518.08,652.29
ORD-00131,2155.03,1473.92
ORD-00132,768.03,504.98
ORD-00133,1219.99,876.6
ORD-00134,200.23,102.49
ORD-00135,2262.07,905.09
ORD-00136,1159.07,819.72
ORD-00137,678.52,483.94
ORD-00138,1907.62,921.84
ORD-00139,139.66,98.41
ORD-00140,980.34,507.83
ORD-00141,433.79,273.88
ORD-00142,2994.28,2119.74
ORD-00143,2949.74,1592.58
ORD-00144,513.24,326.85
ORD-00145,2885.32,1829.66
ORD-00146,260.75,121.12
ORD-00147,2181.91,1046.88
ORD-00148,2611.14,1762.15
ORD-00149,1715.06,844.69
ORD-00150,2343.33,1532.13
ORD-00151,1245.2,838.18
ORD-00152,2149.96,1396.04
ORD-00153,1767.77,933.49
ORD-00154,1559.52,954.54
ORD-00155,2562.77,1371.16
ORD-00156,589.88,332.34
ORD-00157,1875.23,1279.39
ORD-00158,471.61,346.88
ORD-00159,1384.25,1028.72
ORD-00160,337.9,174.44
ORD-00161,404.88,301.63
ORD-00162,299.26,203.29
ORD-00163,1152.97,805.25
ORD-00164,2262.87,911.68
ORD-00165,1038.84,752.01
ORD-00166,1690.65,707.87
ORD-00167,1777.25,749.02
ORD-00168,2956.63,1188.19
ORD-00169,2081.2,1042.76
ORD-00170,2414.87,1290.88
ORD-00171,2501.66,1742.86
ORD-00172,357.19,265.79
ORD-00173,1881.03,1331.82
ORD-00174,1479.84,774.34
ORD-00175,820.41,535.47
ORD-00176,1570.31,877.8
ORD-00177,2076.83,1316.96
ORD-00178,303.31,172.48
ORD-00179,464.78,208.43
ORD-00180,2162.99,1583.26
ORD-00181,103.36,64.37
ORD-00182,245.66,142.64
ORD-00183,1198.14,767.63
ORD-00184,968.65,470.53
ORD-00185,2522.25,1066.98
ORD-00186,394.21,233.9
ORD-00187,2146.12,1384.83
ORD-00188,1501.31,794.87
ORD-00189,2228.2,1302.87
ORD-00190,1169.26,607.94
ORD-00191,536.37,298.48
ORD-00192,522.97,295.21
ORD-00193,1184.39,794.17
ORD-00194,1850.46,1312.4
ORD-00195,1704.84,1125.69
ORD-00196,1320.67,685.6
ORD-00197,1601.23,1131.56
ORD-00198,1150.16,723.17
ORD-00199,2430.13,1181.74
ORD-00200,2480.45,1496.51
ORD-00201,596.41,287.65
ORD-00202,2185.98,1046.92
ORD-00203,2757.6,1732.77
ORD-00204,2046.6,874.91
ORD-00205,1492.04,899.67
ORD-00206,2686.05,1300.75
ORD-00207,860.19,626.99
ORD-00208,936.08,604.89
ORD-00209,2047.1,1385.64
ORD-00210,2615.68,1686.26
ORD-00211,76.48,45.53
ORD-00212,1694.3,861.51
ORD-00213,986.76,499.04
ORD-00214,157.12,77.75
ORD-00215,515.68,241.51
ORD-00216,140.68,59.93
ORD-00217,2013.57,1094.13
ORD-00218,706.6,387.53
ORD-00219,395.16,187.9
ORD-00220,376.58,240.61
ORD-00221,721.36,505.02
ORD-00222,1051.39,606.14
ORD-00223,2769.42,1535.77
ORD-00224,2369.63,1352.4
ORD-00225,1819.08,820.98
ORD-00226,2641.09,1531.08
ORD-00227,786.6,479.67
ORD-00228,1527.58,679.02
ORD-00229,182.98,76.32
ORD-00230,988.35,610.73
ORD-00231,2389.94,1374.61
ORD-00232,850.29,610.62
ORD-00233,402.0,255.18
ORD-00234,877.77,614.28
ORD-00235,2525.83,1215.7
ORD-00236,1307.16,869.78
ORD-00237,894.46,490.08
ORD-00238,1456.14,763.32
ORD-00239,2105.11,927.97
ORD-00240,606.02,372.61
ORD-00241,1270.39,660.4
ORD-00242,2339.97,1350.44
ORD-00243,186.84,89.75
ORD-00244,2049.38,952.62
ORD-00245,1031.01,527.76
ORD-00246,1623.82,867.1
ORD-00247,2936.19,1425.07
ORD-00248,2415.57,1171.37
ORD-00249,2264.55,1089.13
ORD-00250,795.59,446.22
ORD-00251,1188.58,883.42
ORD-00252,1713.12,968.94
ORD-00253,665.57,401.81
ORD-00254,430.85,270.55
ORD-00255,1209.66,656.95
ORD-00256,812.54,416.04
ORD-00257,2942.75,1210.31
ORD-00258,223.44,106.08
ORD-00259,1526.33,903.25
ORD-00260,2320.41,977.6
ORD-00261,2170.3,1022.19
ORD-00262,2309.06,1008.57
ORD-00263,1685.71,1102.41
ORD-00264,1752.39,1175.06
ORD-00265,746.78,341.47
ORD-00266,840.93,516.89
ORD-00267,1942.37,924.69
ORD-00268,2240.0,1071.02
ORD-00269,2830.08,2100.22
ORD-00270,1753.47,860.06
ORD-00271,2334.2,1568.75
ORD-00272,1510.1,944.25
ORD-00273,1249.7,842.23
ORD-00274,2711.78,1592.84
ORD-00275,842.26,568.36
ORD-00276,1281.53,688.05
ORD-00277,2204.56,1616.29
ORD-00278,1006.08,715.39
ORD-00279,2195.06,1182.17
ORD-00280,261.97,137.23
ORD-00281,2487.46,1643.24
ORD-00282,2602.71,1372.07
ORD-00283,1518.66,757.87
ORD-00284,202.84,94.34
ORD-00285,121.56,73.63
ORD-00286,1684.13,795.81
ORD-00287,808.27,517.55
ORD-00288,2932.36,1826.35
ORD-00289,1755.34,731.47
ORD-00290,1463.52,779.59
ORD-00291,857.77,514.13
ORD-00292,177.84,131.51
ORD-00293,2259.35,1657.66
ORD-00294,2017.83,1036.62
ORD-00295,911.91,433.86
ORD-00296,1329.41,787.92
ORD-00297,1575.41,1024.69
ORD-00298,1901.25,1147.84
ORD-00299,2781.12,1467.6
ORD-00300,138.47,83.8
