Section,Ventes_2024
OrderID,ProductID,Date,Revenue,Region
1106,P004,2023-01-21,2232.07,FR
1107,P025,2023-01-22,7973.4,FR
1108,P032,2023-01-22,5596.08,FR
1109,P006,2023-01-22,558.32,FR
1110,P003,2023-01-22,3690.26,FR
1111,P032,2023-01-23,6995.1,FR
1112,P008,2023-01-23,8149.8,FR
1113,P003,2023-01-23,7380.52,FR
1114,P007,2023-01-23,161.88,FR
1115,P029,2023-01-23,1320.84,FR
1116,P008,2023-01-23,3259.92,FR
1117,P023,2023-01-24,1066.4,FR
1118,P009,2023-01-24,1125.58,FR
1119,P023,2023-01-24,639.84,FR
1120,P019,2023-01-24,10380.35,FR
1121,P007,2023-01-24,323.76,FR
1122,P009,2023-01-24,1125.58,FR
1123,P021,2023-01-24,7063.44,FR
1124,P018,2023-01-25,3822.64,FR
1125,P005,2023-01-25,1063.48,FR
1126,P018,2023-01-25,2866.98,FR
1127,P021,2023-01-25,1765.86,FR
1128,P030,2023-01-25,1263.18,FR
1129,P026,2023-01-25,3739.6,FR
1130,P018,2023-01-25,2866.98,FR
1131,P009,2023-01-26,2251.16,FR
1132,P004,2023-01-26,2232.07,FR
1133,P008,2023-01-26,6519.84,FR
1134,P028,2023-01-26,3250.74,FR
1135,P018,2023-01-26,2866.98,FR
1136,P024,2023-01-26,531.98,FR
1137,P020,2023-01-26,4312.68,FR
1138,P007,2023-01-27,161.88,FR
1139,P009,2023-01-27,1125.58,FR
1140,P001,2023-01-27,4811.94,FR
1141,P009,2023-01-28,562.79,FR
1142,P006,2023-01-28,558.32,FR
1143,P024,2023-01-28,531.98,FR
1144,P009,2023-01-28,1125.58,FR
1145,P001,2023-01-28,3207.96,FR
1146,P014,2023-01-28,490.94,FR
1147,P029,2023-01-28,440.28,FR
1148,P008,2023-01-28,6519.84,FR
1149,P009,2023-01-29,1688.37,FR
1150,P036,2023-01-29,2696.45,FR
1151,P002,2023-01-29,2095.35,FR
1152,P033,2023-01-29,8437.96,FR
1153,P004,2023-01-29,8928.28,FR
1154,P032,2023-01-30,6995.1,FR
1155,P001,2023-01-30,4811.94,FR
1156,P027,2023-01-30,3392.2,FR
1157,P031,2023-01-30,2473.97,FR
1158,P001,2023-01-31,3207.96,FR
1159,P026,2023-01-31,2804.7,FR
1160,P026,2023-01-31,4674.5,FR
1161,P020,2023-02-01,10781.7,FR
1162,P035,2023-02-01,3195.6,FR
1163,P028,2023-02-01,3250.74,FR
1164,P028,2023-02-02,6501.48,FR
1165,P012,2023-02-02,860.52,FR
1166,P001,2023-02-02,6415.92,FR
1167,P017,2023-02-03,4042.59,FR
1168,P018,2023-02-03,955.66,FR
1169,P028,2023-02-03,8126.85,FR
1170,P005,2023-02-03,4253.92,FR
1171,P032,2023-02-03,2798.04,FR
1172,P017,2023-02-03,1347.53,FR
1173,P033,2023-02-03,2109.49,FR
1174,P031,2023-02-04,9895.88,FR
1175,P003,2023-02-04,7380.52,FR
1176,P016,2023-02-04,6062.13,FR
1177,P024,2023-02-05,1329.95,FR
1178,P015,2023-02-05,2121.02,FR
1179,P030,2023-02-05,1263.18,FR
1180,P036,2023-02-05,539.29,FR
1181,P019,2023-02-05,6228.21,FR
1182,P024,2023-02-05,1063.96,FR
1183,P035,2023-02-05,1597.8,FR
1184,P002,2023-02-06,3492.25,FR
1185,P001,2023-02-06,1603.98,FR
1186,P020,2023-02-06,4312.68,FR
1187,P032,2023-02-06,2798.04,FR
1188,P003,2023-02-06,9225.65,FR
1189,P024,2023-02-06,265.99,FR
1190,P026,2023-02-07,4674.5,FR
1191,P009,2023-02-07,1688.37,FR
1192,P026,2023-02-07,2804.7,FR
1193,P018,2023-02-07,955.66,FR
1194,P007,2023-02-08,80.94,FR
1195,P030,2023-02-08,1684.24,FR
1196,P023,2023-02-08,426.56,FR
1197,P030,2023-02-08,421.06,FR
1198,P020,2023-02-08,10781.7,FR
1199,P021,2023-02-08,1765.86,FR
1200,P026,2023-02-08,934.9,FR
1201,P002,2023-02-09,2793.8,FR
1202,P030,2023-02-09,842.12,FR
1203,P004,2023-02-09,4464.14,FR
1204,P026,2023-02-09,934.9,FR
1205,P005,2023-02-10,4253.92,FR
1206,P022,2023-02-10,581.33,FR
1207,P011,2023-02-10,8069.84,FR
1208,P025,2023-02-11,6378.72,FR
1209,P014,2023-02-11,736.41,FR
1210,P010,2023-02-11,10132.15,FR
1211,P032,2023-02-12,6995.1,FR
1212,P006,2023-02-12,2233.28,FR
1213,P013,2023-02-12,11968.35,FR
1214,P035,2023-02-12,3195.6,FR
1215,P035,2023-02-12,2396.7,FR
1216,P012,2023-02-13,2581.56,FR
1217,P018,2023-02-13,3822.64,FR
1218,P015,2023-02-13,2121.02,FR
1219,P016,2023-02-13,10103.55,FR
1220,P015,2023-02-13,8484.08,FR
1221,P016,2023-02-14,6062.13,FR
1222,P002,2023-02-14,2095.35,FR
1223,P013,2023-02-14,11968.35,FR
1224,P032,2023-02-14,1399.02,FR
1225,P015,2023-02-15,10605.1,FR
1226,P022,2023-02-15,1162.66,FR
1227,P012,2023-02-15,860.52,FR
1228,P010,2023-02-15,2026.43,FR
1229,P024,2023-02-15,1063.96,FR
1230,P020,2023-02-15,4312.68,FR
1231,P028,2023-02-15,6501.48,FR
1232,P036,2023-02-16,2696.45,FR
1233,P012,2023-02-16,2581.56,FR
1234,P012,2023-02-16,860.52,FR
1235,P003,2023-02-16,9225.65,FR
1236,P015,2023-02-16,10605.1,FR
1237,P010,2023-02-16,2026.43,FR
1238,P021,2023-02-16,1765.86,FR
1239,P001,2023-02-16,3207.96,FR
1240,P023,2023-02-17,213.28,FR
1241,P025,2023-02-17,6378.72,FR
1242,P032,2023-02-17,4197.06,FR
1243,P015,2023-02-18,8484.08,FR
1244,P019,2023-02-18,6228.21,FR
1245,P005,2023-02-18,2126.96,FR
1246,P005,2023-02-18,1063.48,FR
1247,P031,2023-02-18,2473.97,FR
1248,P011,2023-02-18,8069.84,FR
1249,P022,2023-02-19,1162.66,FR
1250,P036,2023-02-19,2696.45,FR
1251,P019,2023-02-19,4152.14,FR
1252,P036,2023-02-20,1078.58,FR
1253,P001,2023-02-20,1603.98,FR
1254,P031,2023-02-20,2473.97,FR
1255,P011,2023-02-20,6052.38,FR
1256,P008,2023-02-20,6519.84,FR
1257,P017,2023-02-20,6737.65,FR
1258,P025,2023-02-21,3189.36,FR
1259,P017,2023-02-21,5390.12,FR
1260,P018,2023-02-21,955.66,FR
1261,P007,2023-02-21,242.82,FR
1262,P015,2023-02-21,2121.02,FR
1263,P035,2023-02-22,3195.6,FR
1264,P020,2023-02-22,8625.36,FR
1265,P034,2023-02-22,2920.9,FR
1266,P029,2023-02-22,880.56,FR
1267,P009,2023-02-22,2251.16,FR
1268,P028,2023-02-22,3250.74,FR
1269,P005,2023-02-23,4253.92,FR
1270,P021,2023-02-23,8829.3,FR
1271,P034,2023-02-23,584.18,FR
1272,P010,2023-02-23,10132.15,FR
1273,P007,2023-02-23,404.7,FR
1274,P017,2023-02-23,5390.12,FR
1275,P012,2023-02-23,3442.08,FR
1276,P026,2023-02-23,3739.6,FR
1277,P004,2023-02-24,8928.28,FR
1278,P002,2023-02-24,2095.35,FR
1279,P032,2023-02-24,1399.02,FR
1280,P020,2023-02-24,8625.36,FR
1281,P027,2023-02-25,678.44,FR
1282,P014,2023-02-25,981.88,FR
1283,P033,2023-02-25,2109.49,FR
1284,P033,2023-02-25,4218.98,FR
1285,P013,2023-02-25,2393.67,FR
1286,P030,2023-02-25,1263.18,FR
1287,P024,2023-02-25,1329.95,FR
1288,P008,2023-02-25,1629.96,FR
1289,P029,2023-02-26,1761.12,FR
1290,P011,2023-02-26,2017.46,FR
1291,P025,2023-02-26,3189.36,FR
1292,P015,2023-02-26,4242.04,FR
1293,P027,2023-02-26,678.44,FR
1294,P009,2023-02-26,1125.58,FR
1295,P020,2023-02-27,6469.02,FR
1296,P023,2023-02-27,639.84,FR
1297,P020,2023-02-27,10781.7,FR
1298,P007,2023-02-27,404.7,FR
1299,P019,2023-02-27,2076.07,FR
1300,P018,2023-02-28,2866.98,FR
1301,P020,2023-02-28,4312.68,FR
1302,P026,2023-02-28,2804.7,FR
1303,P002,2023-02-28,2793.8,FR
1304,P027,2023-02-28,2713.76,FR
1305,P013,2023-03-01,4787.34,FR
1306,P023,2023-03-01,639.84,FR
1307,P036,2023-03-01,1617.87,FR
1308,P009,2023-03-01,1688.37,FR
1309,P022,2023-03-01,581.33,FR
1310,P015,2023-03-01,6363.06,FR
1311,P024,2023-03-01,1329.95,FR
1312,P008,2023-03-01,1629.96,FR
1313,P033,2023-03-02,8437.96,FR
1314,P004,2023-03-02,4464.14,FR
1315,P027,2023-03-02,2713.76,FR
1316,P012,2023-03-02,860.52,FR
1317,P012,2023-03-03,860.52,FR
1318,P018,2023-03-03,1911.32,FR
1319,P006,2023-03-03,2791.6,FR
1320,P028,2023-03-03,6501.48,FR
1321,P001,2023-03-03,8019.9,FR
1322,P024,2023-03-03,797.97,FR
1323,P001,2023-03-03,3207.96,FR
1324,P023,2023-03-03,426.56,FR
1325,P020,2023-03-04,2156.34,FR
1326,P019,2023-03-04,10380.35,FR
1327,P009,2023-03-04,2251.16,FR
1328,P013,2023-03-04,9574.68,FR
1329,P015,2023-03-04,4242.04,FR
1330,P002,2023-03-04,3492.25,FR
1331,P024,2023-03-04,265.99,FR
1332,P035,2023-03-05,798.9,FR
1333,P007,2023-03-05,80.94,FR
1334,P008,2023-03-05,6519.84,FR
1335,P036,2023-03-05,2157.16,FR
1336,P001,2023-03-05,6415.92,FR
1337,P018,2023-03-06,4778.3,FR
1338,P007,2023-03-06,404.7,FR
1339,P008,2023-03-06,6519.84,FR
1340,P013,2023-03-06,7181.01,FR
1341,P027,2023-03-06,1356.88,FR
1342,P032,2023-03-06,5596.08,FR
1343,P001,2023-03-06,1603.98,FR
1344,P032,2023-03-07,1399.02,FR
1345,P007,2023-03-07,161.88,FR
1346,P017,2023-03-07,1347.53,FR
1347,P003,2023-03-07,5535.39,FR
1348,P008,2023-03-07,1629.96,FR
1349,P011,2023-03-07,6052.38,FR
1350,P018,2023-03-07,955.66,FR
1351,P012,2023-03-07,3442.08,FR
1352,P025,2023-03-08,6378.72,FR
1353,P011,2023-03-08,4034.92,FR
1354,P007,2023-03-08,404.7,FR
1355,P029,2023-03-08,2201.4,FR
1356,P023,2023-03-08,213.28,FR
1357,P008,2023-03-09,6519.84,FR
1358,P017,2023-03-09,4042.59,FR
1359,P034,2023-03-09,2920.9,FR
1360,P022,2023-03-09,2906.65,FR
1361,P016,2023-03-09,6062.13,FR
1362,P036,2023-03-09,539.29,FR
1363,P033,2023-03-10,8437.96,FR
1364,P032,2023-03-10,2798.04,FR
1365,P004,2023-03-10,4464.14,FR
1366,P016,2023-03-10,8082.84,FR
1367,P006,2023-03-11,2233.28,FR
1368,P032,2023-03-11,1399.02,FR
1369,P027,2023-03-11,3392.2,FR
1370,P020,2023-03-11,10781.7,FR
1371,P030,2023-03-11,1263.18,FR
1372,P030,2023-03-11,2105.3,FR
1373,P024,2023-03-12,1063.96,FR
1374,P015,2023-03-12,6363.06,FR
1375,P019,2023-03-12,10380.35,FR
1376,P007,2023-03-12,161.88,FR
1377,P027,2023-03-12,2035.32,FR
1378,P008,2023-03-12,3259.92,FR
1379,P022,2023-03-12,2325.32,FR
1380,P008,2023-03-12,6519.84,FR
1381,P033,2023-03-13,8437.96,FR
1382,P004,2023-03-13,8928.28,FR
1383,P012,2023-03-13,4302.6,FR
1384,P009,2023-03-13,2251.16,FR
1385,P025,2023-03-13,7973.4,FR
1386,P026,2023-03-13,2804.7,FR
1387,P009,2023-03-13,2813.95,FR
1388,P021,2023-03-14,8829.3,FR
1389,P014,2023-03-14,736.41,FR
1390,P009,2023-03-14,1125.58,FR
1391,P008,2023-03-14,4889.88,FR
1392,P027,2023-03-14,3392.2,FR
1393,P001,2023-03-14,1603.98,FR
1394,P010,2023-03-14,2026.43,FR
1395,P019,2023-03-15,6228.21,FR
1396,P019,2023-03-15,10380.35,FR
1397,P029,2023-03-15,2201.4,FR
1398,P036,2023-03-15,1078.58,FR
1399,P004,2023-03-16,8928.28,FR
1400,P021,2023-03-16,1765.86,FR
1401,P017,2023-03-16,6737.65,FR
1402,P024,2023-03-16,1329.95,FR
1403,P013,2023-03-16,9574.68,FR
1404,P005,2023-03-16,2126.96,FR
1405,P003,2023-03-16,5535.39,FR
1406,P011,2023-03-16,6052.38,FR
1407,P010,2023-03-17,4052.86,FR
1408,P004,2023-03-17,11160.35,FR
1409,P036,2023-03-17,539.29,FR
1410,P015,2023-03-17,10605.1,FR
1411,P011,2023-03-17,10087.3,FR
1412,P023,2023-03-17,426.56,FR
1413,P019,2023-03-18,10380.35,FR
1414,P001,2023-03-18,4811.94,FR
1415,P016,2023-03-18,6062.13,FR
1416,P025,2023-03-18,7973.4,FR
1417,P034,2023-03-18,1752.54,FR
1418,P019,2023-03-19,4152.14,FR
1419,P006,2023-03-19,1116.64,FR
1420,P005,2023-03-19,2126.96,FR
1421,P035,2023-03-20,3195.6,FR
1422,P010,2023-03-20,8105.72,FR
1423,P006,2023-03-20,558.32,FR
1424,P036,2023-03-20,2696.45,FR
1425,P025,2023-03-21,6378.72,FR
1426,P002,2023-03-21,698.45,FR
1427,P005,2023-03-21,5317.4,FR
1428,P005,2023-03-21,5317.4,FR
1429,P020,2023-03-21,2156.34,FR
1430,P029,2023-03-21,1761.12,FR
1431,P035,2023-03-22,1597.8,FR
1432,P019,2023-03-22,4152.14,FR
1433,P024,2023-03-22,1329.95,FR
1434,P003,2023-03-22,9225.65,FR
1435,P006,2023-03-23,1116.64,FR
1436,P027,2023-03-23,3392.2,FR
1437,P012,2023-03-23,4302.6,FR
1438,P008,2023-03-23,8149.8,FR
1439,P036,2023-03-23,2696.45,FR
1440,P005,2023-03-23,1063.48,FR
1441,P032,2023-03-23,4197.06,FR
1442,P016,2023-03-24,6062.13,FR
1443,P021,2023-03-24,7063.44,FR
1444,P020,2023-03-24,10781.7,FR
1445,P024,2023-03-24,1063.96,FR
1446,P021,2023-03-24,3531.72,FR
1447,P024,2023-03-24,797.97,FR
1448,P029,2023-03-24,1320.84,FR
1449,P007,2023-03-24,404.7,FR
1450,P035,2023-03-25,2396.7,FR
1451,P005,2023-03-25,5317.4,FR
1452,P026,2023-03-25,4674.5,FR
1453,P036,2023-03-25,2696.45,FR
1454,P024,2023-03-26,531.98,FR
1455,P030,2023-03-26,2105.3,FR
1456,P024,2023-03-26,265.99,FR
1457,P011,2023-03-26,10087.3,FR
1458,P012,2023-03-27,4302.6,FR
1459,P031,2023-03-27,2473.97,FR
1460,P032,2023-03-27,1399.02,FR
1461,P015,2023-03-27,4242.04,FR
1462,P030,2023-03-28,421.06,FR
1463,P034,2023-03-28,1752.54,FR
1464,P035,2023-03-28,1597.8,FR
1465,P025,2023-03-28,7973.4,FR
1466,P017,2023-03-28,2695.06,FR
1467,P023,2023-03-28,853.12,FR
1468,P029,2023-03-29,880.56,FR
1469,P018,2023-03-29,1911.32,FR
1470,P024,2023-03-29,265.99,FR
1471,P022,2023-03-29,581.33,FR
1472,P031,2023-03-30,12369.85,FR
1473,P027,2023-03-30,1356.88,FR
1474,P011,2023-03-30,10087.3,FR
1475,P010,2023-03-30,4052.86,FR
1476,P034,2023-03-30,2920.9,FR
1477,P019,2023-03-30,4152.14,FR
1478,P031,2023-03-31,4947.94,FR
1479,P010,2023-03-31,4052.86,FR
1480,P022,2023-03-31,2906.65,FR
1481,P025,2023-03-31,3189.36,FR
1482,P013,2023-03-31,11968.35,FR
1483,P007,2023-03-31,323.76,FR
1484,P008,2023-04-01,6519.84,FR
1485,P035,2023-04-01,3195.6,FR
1486,P003,2023-04-01,9225.65,FR
1487,P031,2023-04-01,9895.88,FR
1488,P007,2023-04-01,161.88,FR
1489,P015,2023-04-01,6363.06,FR
1490,P013,2023-04-01,2393.67,FR
1491,P025,2023-04-02,3189.36,FR
1492,P024,2023-04-02,531.98,FR
1493,P017,2023-04-02,6737.65,FR
1494,P018,2023-04-03,3822.64,FR
1495,P036,2023-04-03,2157.16,FR
1496,P036,2023-04-03,2157.16,FR
1497,P023,2023-04-03,853.12,FR
1498,P008,2023-04-03,3259.92,FR
1499,P007,2023-04-04,404.7,FR
1500,P036,2023-04-04,539.29,FR
1501,P001,2023-04-04,3207.96,FR
1502,P028,2023-04-04,1625.37,FR
1503,P006,2023-04-05,558.32,FR
1504,P034,2023-04-05,2920.9,FR
1505,P012,2023-04-05,3442.08,FR
1506,P013,2023-04-05,11968.35,FR
1507,P003,2023-04-05,9225.65,FR
1508,P003,2023-04-06,3690.26,FR
1509,P006,2023-04-06,2233.28,FR
1510,P026,2023-04-06,4674.5,FR
1511,P001,2023-04-06,1603.98,FR
1512,P036,2023-04-07,1617.87,FR
1513,P015,2023-04-07,4242.04,FR
1514,P001,2023-04-07,3207.96,FR
1515,P007,2023-04-07,80.94,FR
1516,P008,2023-04-07,4889.88,FR
1517,P025,2023-04-08,6378.72,FR
1518,P022,2023-04-08,2325.32,FR
1519,P002,2023-04-08,698.45,FR
1520,P025,2023-04-08,3189.36,FR
1521,P027,2023-04-08,3392.2,FR
1522,P017,2023-04-08,4042.59,FR
1523,P022,2023-04-09,2906.65,FR
1524,P021,2023-04-09,3531.72,FR
1525,P013,2023-04-09,4787.34,FR
1526,P016,2023-04-09,4041.42,FR
1527,P016,2023-04-09,6062.13,FR
1528,P007,2023-04-09,80.94,FR
1529,P001,2023-04-09,8019.9,FR
1530,P024,2023-04-09,797.97,FR
1531,P032,2023-04-10,6995.1,FR
1532,P015,2023-04-10,10605.1,FR
1533,P034,2023-04-10,2336.72,FR
1534,P023,2023-04-10,426.56,FR
1535,P034,2023-04-10,1752.54,FR
1536,P014,2023-04-11,1227.35,FR
1537,P024,2023-04-11,797.97,FR
1538,P017,2023-04-11,4042.59,FR
1539,P022,2023-04-11,1162.66,FR
1540,P014,2023-04-11,736.41,FR
1541,P018,2023-04-11,1911.32,FR
1542,P015,2023-04-11,6363.06,FR
1543,P028,2023-04-11,3250.74,FR
1544,P031,2023-04-12,4947.94,FR
1545,P009,2023-04-12,2813.95,FR
1546,P020,2023-04-12,10781.7,FR
1547,P007,2023-04-12,161.88,FR
1548,P031,2023-04-13,2473.97,FR
1549,P022,2023-04-13,1743.99,FR
1550,P036,2023-04-13,1617.87,FR
1551,P008,2023-04-13,8149.8,FR
1552,P035,2023-04-13,2396.7,FR
1553,P033,2023-04-14,8437.96,FR
1554,P019,2023-04-14,4152.14,FR
1555,P022,2023-04-14,2906.65,FR
1556,P006,2023-04-14,1674.96,FR
1557,P021,2023-04-14,5297.58,FR
1558,P026,2023-04-14,3739.6,FR
1559,P034,2023-04-14,2336.72,FR
1560,P002,2023-04-14,1396.9,FR
1561,P006,2023-04-15,1116.64,FR
1562,P007,2023-04-15,323.76,FR
1563,P026,2023-04-15,934.9,FR
1564,P010,2023-04-15,8105.72,FR
1565,P016,2023-04-15,6062.13,FR
1566,P009,2023-04-15,2813.95,FR
1567,P003,2023-04-15,5535.39,FR
1568,P030,2023-04-15,1263.18,FR
1569,P035,2023-04-16,3994.5,FR
1570,P028,2023-04-16,8126.85,FR
1571,P031,2023-04-16,4947.94,FR
1572,P020,2023-04-16,8625.36,FR
1573,P020,2023-04-16,2156.34,FR
1574,P019,2023-04-16,10380.35,FR
1575,P032,2023-04-16,5596.08,FR
1576,P028,2023-04-16,8126.85,FR
1577,P024,2023-04-17,1063.96,FR
1578,P016,2023-04-17,8082.84,FR
1579,P017,2023-04-17,5390.12,FR
1580,P018,2023-04-17,4778.3,FR
1581,P013,2023-04-17,4787.34,FR
1582,P008,2023-04-17,6519.84,FR
1583,P032,2023-04-17,4197.06,FR
1584,P035,2023-04-18,1597.8,FR
1585,P018,2023-04-18,3822.64,FR
1586,P006,2023-04-18,558.32,FR
1587,P027,2023-04-19,2713.76,FR
1588,P003,2023-04-19,1845.13,FR
1589,P018,2023-04-19,3822.64,FR
1590,P031,2023-04-19,4947.94,FR
1591,P001,2023-04-19,3207.96,FR
1592,P016,2023-04-20,2020.71,FR
1593,P007,2023-04-20,161.88,FR
1594,P020,2023-04-20,4312.68,FR
1595,P036,2023-04-20,539.29,FR
1596,P020,2023-04-20,6469.02,FR
1597,P014,2023-04-20,490.94,FR
1598,P011,2023-04-21,10087.3,FR
1599,P016,2023-04-21,2020.71,FR
1600,P010,2023-04-21,2026.43,FR
1601,P006,2023-04-22,2791.6,FR
1602,P004,2023-04-22,6696.21,FR
1603,P035,2023-04-22,1597.8,FR
1604,P021,2023-04-22,5297.58,FR
1605,P013,2023-04-22,9574.68,FR
1606,P009,2023-04-22,562.79,FR
1607,P036,2023-04-23,2696.45,FR
1608,P012,2023-04-23,2581.56,FR
1609,P030,2023-04-23,2105.3,FR
1610,P034,2023-04-23,2336.72,FR
1611,P035,2023-04-23,3195.6,FR
1612,P033,2023-04-23,4218.98,FR
1613,P016,2023-04-24,2020.71,FR
1614,P034,2023-04-24,2336.72,FR
1615,P019,2023-04-24,8304.28,FR
1616,P007,2023-04-24,80.94,FR
1617,P012,2023-04-24,1721.04,FR
1618,P007,2023-04-25,404.7,FR
1619,P032,2023-04-25,6995.1,FR
1620,P024,2023-04-25,1329.95,FR
1621,P014,2023-04-25,981.88,FR
1622,P004,2023-04-26,11160.35,FR
1623,P004,2023-04-26,6696.21,FR
1624,P005,2023-04-26,1063.48,FR
1625,P007,2023-04-26,161.88,FR
1626,P013,2023-04-26,4787.34,FR
1627,P036,2023-04-26,539.29,FR
1628,P030,2023-04-26,1684.24,FR
1629,P012,2023-04-26,3442.08,FR
1630,P035,2023-04-27,3195.6,FR
1631,P036,2023-04-27,1617.87,FR
1632,P028,2023-04-27,4876.11,FR
1633,P035,2023-04-27,3195.6,FR
1634,P029,2023-04-28,440.28,FR
1635,P002,2023-04-28,1396.9,FR
1636,P020,2023-04-28,4312.68,FR
1637,P018,2023-04-28,4778.3,FR
1638,P003,2023-04-28,5535.39,FR
1639,P017,2023-04-28,6737.65,FR
1640,P020,2023-04-29,10781.7,FR
1641,P014,2023-04-29,245.47,FR
1642,P012,2023-04-29,4302.6,FR
1643,P020,2023-04-29,10781.7,FR
1644,P004,2023-04-29,6696.21,FR
1645,P008,2023-04-30,3259.92,FR
1646,P025,2023-04-30,4784.04,FR
1647,P035,2023-04-30,1597.8,FR
1648,P015,2023-04-30,2121.02,FR
1649,P033,2023-04-30,4218.98,FR
1650,P026,2023-04-30,1869.8,FR
1651,P004,2023-05-01,8928.28,FR
1652,P026,2023-05-01,3739.6,FR
1653,P009,2023-05-01,2813.95,FR
1654,P026,2023-05-01,4674.5,FR
1655,P034,2023-05-01,1168.36,FR
1656,P028,2023-05-01,8126.85,FR
1657,P027,2023-05-02,2035.32,FR
1658,P021,2023-05-02,8829.3,FR
1659,P020,2023-05-02,6469.02,FR
1660,P010,2023-05-02,2026.43,FR
1661,P024,2023-05-02,265.99,FR
1662,P004,2023-05-02,11160.35,FR
1663,P001,2023-05-02,1603.98,FR
1664,P031,2023-05-02,7421.91,FR
1665,P014,2023-05-03,1227.35,FR
1666,P031,2023-05-03,4947.94,FR
1667,P034,2023-05-03,1752.54,FR
1668,P019,2023-05-03,10380.35,FR
1669,P030,2023-05-03,421.06,FR
