OrderID,OrderDate,ProductID,CustomerID,Revenue,Region,Country,Category
ORD-00054,2024-01-18,P003,C025,1903.12,ES,Royaume-Uni,Électronique
ORD-00055,2024-12-10,P007,C011,520.35,DE,Royaume-Uni,Périphériques
ORD-00056,2024-01-09,P006,C024,751.73,DE,Royaume-Uni,Périphériques
ORD-00057,2024-07-16,P009,C003,2202.91,DE,Royaume-Uni,Accessoires
ORD-00058,2024-04-04,P010,C023,582.45,DE,France,Accessoires
ORD-00059,2024-09-05,P001,C007,2943.13,UK,Italie,Électronique
ORD-00060,2024-02-16,P008,C018,475.53,ES,Allemagne,Accessoires
ORD-00061,2024-01-04,P008,C027,2656.81,FR,Royaume-Uni,Accessoires
ORD-00062,2024-08-18,P007,C026,2412.53,UK,Espagne,Périphériques
ORD-00063,2024-10-08,P002,C019,1183.32,ES,Espagne,Électronique
ORD-00064,2024-01-16,P005,C027,1234.76,UK,Allemagne,Périphériques
ORD-00065,2024-12-24,P008,C011,317.23,DE,Italie,Accessoires
ORD-00066,2024-05-18,P012,C026,2018.77,DE,France,Périphériques
ORD-00067,2024-02-07,P003,C017,1208.24,UK,Allemagne,Électronique
ORD-00068,2024-04-13,P001,C038,659.78,FR,Italie,Électronique
ORD-00069,2024-02-20,P010,C007,2380.96,FR,Royaume-Uni,Accessoires
ORD-00070,2024-02-18,P003,C001,1400.88,IT,Allemagne,Électronique
ORD-00071,2024-08-24,P009,C016,2182.67,ES,Italie,Accessoires
ORD-00072,2024-03-06,P001,C040,1606.83,UK,Espagne,Électronique
ORD-00073,2024-01-08,P006,C018,230.93,DE,Espagne,Périphériques
ORD-00074,2024-04-09,P001,C049,571.93,UK,France,Électronique
ORD-00075,2024-12-17,P005,C033,1410.38,DE,Allemagne,Périphériques
ORD-00076,2024-07-04,P002,C036,603.36,FR,Allemagne,Électronique
ORD-00077,2024-12-08,P006,C041,1204.02,FR,Italie,Périphériques
ORD-00078,2024-12-05,P012,C019,2965.28,ES,Allemagne,Périphériques
ORD-00079,2024-08-26,P005,C036,416.93,ES,France,Périphériques
ORD-00080,2024-02-07,P002,C030,1422.02,ES,Allemagne,Électronique
ORD-00081,2024-07-16,P009,C046,476.39,FR,Allemagne,Accessoires
ORD-00082,2024-07-24,P003,C013,1289.85,FR,Espagne,Électronique
ORD-00083,2024-06-03,P008,C026,376.99,ES,France,Accessoires
ORD-00084,2024-02-07,P009,C001,679.31,FR,Royaume-Uni,Accessoires
ORD-00085,2024-07-05,P005,C036,2795.63,UK,Royaume-Uni,Périphériques
ORD-00086,2024-05-01,P006,C040,1065.14,UK,France,Périphériques
ORD-00087,2024-08-08,P011,C045,2207.05,IT,Allemagne,Accessoires
ORD-00088,2024-03-21,P004,C029,2098.62,FR,Italie,Électronique
ORD-00089,2024-06-10,P008,C014,2812.48,IT,Allemagne,Accessoires
ORD-00090,2024-04-19,P010,C017,942.56,ES,Italie,Accessoires
ORD-00091,2024-10-23,P004,C016,413.21,DE,Espagne,Électronique
ORD-00092,2024-05-02,P011,C038,2881.44,UK,Allemagne,Accessoires
ORD-00093,2024-03-04,P010,C034,946.69,FR,Allemagne,Accessoires
ORD-00094,2024-10-19,P001,C020,2411.65,UK,France,Électronique
ORD-00095,2024-06-15,P010,C032,975.86,DE,Royaume-Uni,Accessoires
ORD-00096,2024-01-18,P011,C004,2036.58,IT,Allemagne,Accessoires
ORD-00097,2024-05-09,P008,C047,1779.19,DE,France,Accessoires
ORD-00098,2024-04-24,P008,C026,1771.55,ES,Italie,Accessoires
ORD-00099,2024-04-19,P002,C006,1371.52,ES,Allemagne,Électronique
ORD-00100,2024-10-20,P003,C020,2083.05,FR,Allemagne,Électronique
ORD-00101,2024-09-30,P006,C020,227.42,ES,Royaume-Uni,Périphériques
ORD-00102,2024-06-22,P012,C024,872.22,DE,Royaume-Uni,Périphériques
ORD-00103,2024-05-29,P001,C024,1200.03,FR,Espagne,Électronique
ORD-00104,2024-09-20,P010,C039,2276.87,IT,Italie,Accessoires
ORD-00105,2024-09-20,P003,C033,2650.68,IT,Royaume-Uni,Électronique
ORD-00106,2024-10-21,P011,C018,1098.21,DE,Italie,Accessoires
ORD-00107,2024-09-08,P010,C011,2309.59,FR,France,Accessoires
ORD-00108,2024-08-31,P010,C030,1225.4,UK,Italie,Accessoires
ORD-00109,2024-01-12,P004,C011,979.32,ES,France,Électronique
ORD-00110,2024-10-17,P012,C048,887.86,FR,Royaume-Uni,Périphériques
ORD-00111,2024-01-21,P002,C005,225.19,DE,Espagne,Électronique
ORD-00112,2024-04-28,P004,C030,1471.43,ES,France,Électronique
ORD-00113,2024-10-25,P006,C023,1702.58,UK,Italie,Périphériques
ORD-00114,2024-07-06,P001,C028,2977.52,UK,Royaume-Uni,Électronique
ORD-00115,2024-11-26,P005,C030,1773.84,DE,Italie,Périphériques
ORD-00116,2024-05-10,P009,C037,1711.47,ES,Italie,Accessoires
ORD-00117,2024-03-21,P002,C001,2651.88,IT,Espagne,Électronique
ORD-00118,2024-07-13,P007,C026,2691.86,IT,Italie,Périphériques
ORD-00119,2024-03-15,P007,C036,639.15,ES,France,Périphériques
ORD-00120,2024-11-13,P012,C048,781.49,DE,Italie,Périphériques
ORD-00121,2024-05-26,P007,C032,2630.53,FR,France,Périphériques
ORD-00122,2024-08-15,P008,C050,2292.07,IT,Royaume-Uni,Accessoires
ORD-00123,2024-07-05,P005,C045,662.5,IT,France,Périphériques
ORD-00124,2024-09-28,P001,C047,1298.17,IT,Royaume-Uni,Électronique
ORD-00125,2024-11-01,P012,C024,329.2,UK,Allemagne,Périphériques
ORD-00126,2024-08-25,P012,C040,1885.35,ES,Italie,Périphériques
ORD-00127,2024-10-04,P005,C012,975.6,UK,Allemagne,Périphériques
ORD-00128,2024-08-21,P002,C049,222.98,IT,Allemagne,Électronique
ORD-00129,2024-10-05,P004,C039,2772.14,DE,Italie,Électronique
ORD-00130,2024-04-30,P001,C005,361.96,FR,Allemagne,Électronique
ORD-00131,2024-03-18,P012,C001,2508.95,DE,Italie,Périphériques
ORD-00132,2024-07-20,P007,C037,491.59,UK,Espagne,Périphériques
ORD-00133,2024-12-25,P005,C032,1921.31,UK,France,Périphériques
ORD-00134,2024-04-04,P003,C012,732.06,FR,Allemagne,Électronique
ORD-00135,2024-03-02,P007,C042,132.66,FR,France,Périphériques
ORD-00136,2024-02-16,P002,C010,2732.03,ES,Allemagne,Électronique
ORD-00137,2024-04-28,P007,C010,270.32,ES,Italie,Périphériques
ORD-00138,2024-03-28,P009,C031,1607.92,ES,Italie,Accessoires
ORD-00139,2024-08-07,P005,C031,908.6,UK,Italie,Périphériques
ORD-00140,2024-06-30,P001,C031,772.12,ES,Royaume-Uni,Électronique
ORD-00141,2024-12-22,P009,C020,137.85,FR,France,Accessoires
ORD-00142,2024-05-11,P005,C025,1594.08,FR,Allemagne,Périphériques
ORD-00143,2024-12-01,P011,C012,169.63,IT,Allemagne,Accessoires
ORD-00144,2024-06-29,P007,C040,1134.02,ES,Italie,Périphériques
ORD-00145,2024-09-01,P004,C045,284.52,UK,Allemagne,Électronique
ORD-00146,2024-09-09,P001,C010,2305.5,ES,Royaume-Uni,Électronique
ORD-00147,2024-10-28,P004,C004,2041.02,ES,Allemagne,Électronique
ORD-00148,2024-01-31,P005,C013,136.51,UK,Italie,Périphériques
ORD-00149,2024-03-24,P004,C018,909.42,DE,Allemagne,Électronique
ORD-00150,2024-12-25,P006,C045,1405.53,IT,Italie,Périphériques
ORD-00151,2024-07-02,P007,C017,662.71,ES,Italie,Périphériques
ORD-00152,2024-04-30,P004,C001,1647.12,IT,Royaume-Uni,Électronique
ORD-00153,2024-11-15,P011,C023,548.63,IT,Italie,Accessoires
ORD-00154,2024-04-13,P003,C008,600.4,ES,Royaume-Uni,Électronique
ORD-00155,2024-11-26,P010,C009,728.18,FR,France,Accessoires
ORD-00156,2024-02-01,P009,C036,1795.89,IT,Espagne,Accessoires
ORD-00157,2024-02-26,P006,C039,1712.27,IT,Espagne,Périphériques
ORD-00158,2024-09-28,P009,C012,2402.45,FR,Espagne,Accessoires
ORD-00159,2024-07-09,P007,C011,929.53,FR,Italie,Périphériques
ORD-00160,2024-04-02,P010,C029,2966.35,IT,Royaume-Uni,Accessoires
ORD-00161,2024-03-06,P011,C018,122.0,IT,France,Accessoires
ORD-00162,2024-06-04,P001,C043,1068.53,DE,Italie,Électronique
ORD-00163,2024-01-12,P010,C017,866.81,IT,Espagne,Accessoires
ORD-00164,2024-02-07,P012,C020,1738.16,DE,Espagne,Périphériques
ORD-00165,2024-04-19,P006,C040,930.96,DE,Royaume-Uni,Périphériques
ORD-00166,2024-09-09,P009,C046,1472.54,UK,Royaume-Uni,Accessoires
ORD-00167,2024-03-28,P005,C002,2999.07,FR,Allemagne,Périphériques
ORD-00168,2024-07-17,P009,C018,2149.82,DE,Royaume-Uni,Accessoires
ORD-00169,2024-07-20,P001,C050,1588.59,UK,Royaume-Uni,Électronique
ORD-00170,2024-05-28,P004,C021,2223.31,ES,Espagne,Électronique
ORD-00171,2024-07-05,P002,C028,2719.76,ES,France,Électronique
ORD-00172,2024-11-03,P009,C042,1485.83,DE,Italie,Accessoires
ORD-00173,2024-01-29,P006,C015,475.77,IT,Italie,Périphériques
ORD-00174,2024-11-10,P005,C013,1775.07,IT,Allemagne,Périphériques
ORD-00175,2024-03-11,P004,C046,724.79,UK,Allemagne,Électronique
ORD-00176,2024-01-25,P011,C044,652.77,ES,France,Accessoires
ORD-00177,2024-06-26,P001,C036,796.03,UK,Allemagne,Électronique
ORD-00178,2024-08-30,P005,C045,1878.09,UK,Italie,Périphériques
ORD-00179,2024-07-12,P002,C046,1111.96,FR,Allemagne,Électronique
ORD-00180,2024-09-23,P010,C049,1745.13,FR,Royaume-Uni,Accessoires
ORD-00181,2024-04-25,P007,C016,1278.08,UK,France,Périphériques
ORD-00182,2024-01-06,P005,C004,364.11,IT,Allemagne,Périphériques
ORD-00183,2024-09-08,P010,C006,916.88,FR,Italie,Accessoires
ORD-00184,2024-07-27,P002,C032,2874.77,ES,Royaume-Uni,Électronique
ORD-00185,2024-02-16,P001,C018,206.79,ES,Espagne,Électronique
ORD-00186,2024-03-15,P012,C015,1682.38,ES,Allemagne,Périphériques
ORD-00187,2024-09-21,P011,C033,1073.19,ES,Espagne,Accessoires
ORD-00188,2024-06-30,P007,C017,2292.86,IT,Italie,Périphériques
ORD-00189,2024-10-13,P009,C001,665.29,DE,Royaume-Uni,Accessoires
ORD-00190,2024-10-29,P005,C018,1169.03,UK,Italie,Périphériques
ORD-00191,2024-06-20,P002,C014,970.27,DE,Espagne,Électronique
ORD-00192,2024-11-03,P002,C034,2251.29,FR,France,Électronique
ORD-00193,2024-08-11,P004,C045,2042.48,DE,Espagne,Électronique
ORD-00194,2024-06-23,P003,C020,2995.26,IT,Royaume-Uni,Électronique
ORD-00195,2024-07-05,P001,C023,2545.55,DE,France,Électronique
ORD-00196,2024-05-14,P011,C025,806.79,ES,Italie,Accessoires
ORD-00197,2024-11-28,P003,C043,2647.31,UK,Royaume-Uni,Électronique
ORD-00198,2024-11-17,P012,C029,380.48,IT,Royaume-Uni,Périphériques
ORD-00199,2024-01-26,P006,C013,2249.65,IT,Espagne,Périphériques
ORD-00200,2024-07-31,P006,C015,645.7,FR,Italie,Périphériques
ORD-00201,2024-12-26,P004,C020,1514.38,FR,Italie,Électronique
ORD-00202,2024-02-16,P009,C050,1821.16,IT,France,Accessoires
ORD-00203,2024-03-17,P007,C023,2003.82,UK,France,Périphériques
ORD-00204,2024-08-18,P007,C008,2382.15,FR,France,Périphériques
ORD-00205,2024-06-14,P002,C006,1515.13,ES,Espagne,Électronique
ORD-00206,2024-01-14,P002,C017,627.06,DE,Espagne,Électronique
ORD-00207,2024-02-26,P011,C027,1455.08,DE,Espagne,Accessoires
ORD-00208,2024-11-27,P005,C044,2935.29,FR,Espagne,Périphériques
ORD-00209,2024-10-08,P012,C014,1653.71,DE,Allemagne,Périphériques
ORD-00210,2024-10-16,P003,C014,1315.19,FR,France,Électronique
ORD-00211,2024-07-21,P008,C044,367.64,ES,Allemagne,Accessoires
ORD-00212,2024-06-16,P010,C043,1062.52,FR,Allemagne,Accessoires
ORD-00213,2024-12-08,P004,C004,2357.36,DE,France,Électronique
ORD-00214,2024-05-27,P003,C016,2590.52,IT,Allemagne,Électronique
ORD-00215,2024-09-16,P008,C034,2087.91,ES,Italie,Accessoires
ORD-00216,2024-03-20,P009,C001,177.69,ES,Allemagne,Accessoires
ORD-00217,2024-06-06,P011,C018,1068.57,FR,Royaume-Uni,Accessoires
ORD-00218,2024-08-03,P003,C043,1989.32,DE,Espagne,Électronique
ORD-00219,2024-02-29,P002,C021,2711.7,FR,Allemagne,Électronique
ORD-00220,2024-07-29,P004,C045,2593.96,DE,France,Électronique
ORD-00221,2024-06-26,P001,C011,668.47,ES,France,Électronique
ORD-00222,2024-10-26,P003,C015,1020.47,FR,Royaume-Uni,Électronique
ORD-00223,2024-07-30,P011,C009,1113.21,FR,France,Accessoires
ORD-00224,2024-12-21,P009,C008,404.32,FR,Royaume-Uni,Accessoires
ORD-00225,2024-11-25,P009,C012,1059.67,ES,Allemagne,Accessoires
ORD-00226,2024-08-24,P005,C031,327.51,DE,Royaume-Uni,Périphériques
ORD-00227,2024-02-09,P005,C021,1405.06,UK,Allemagne,Périphériques
ORD-00228,2024-02-23,P011,C017,1585.51,FR,Allemagne,Accessoires
ORD-00229,2024-06-15,P005,C050,2478.95,UK,Allemagne,Périphériques
ORD-00230,2024-05-13,P011,C037,2676.9,UK,Italie,Accessoires
ORD-00231,2024-08-05,P011,C010,2964.37,IT,Italie,Accessoires
ORD-00232,2024-10-14,P001,C011,1318.46,UK,Allemagne,Électronique
ORD-00233,2024-07-28,P009,C048,2935.43,DE,Espagne,Accessoires
ORD-00234,2024-06-06,P005,C002,2438.58,IT,Italie,Périphériques
ORD-00235,2024-01-30,P003,C015,445.73,UK,Espagne,Électronique
ORD-00236,2024-05-23,P008,C021,1600.57,UK,Italie,Accessoires
ORD-00237,2024-07-11,P002,C027,1140.92,UK,Royaume-Uni,Électronique
ORD-00238,2024-10-26,P009,C045,1373.95,ES,Espagne,Accessoires
ORD-00239,2024-01-14,P001,C045,925.53,ES,Royaume-Uni,Électronique
ORD-00240,2024-06-07,P012,C033,1119.0,IT,Allemagne,Périphériques
ORD-00241,2024-05-04,P009,C011,770.78,UK,Royaume-Uni,Accessoires
ORD-00242,2024-12-17,P001,C038,1597.22,IT,Allemagne,Électronique
ORD-00243,2024-01-07,P008,C048,2683.98,DE,France,Accessoires
ORD-00244,2024-02-09,P003,C011,653.75,IT,Italie,Électronique
ORD-00245,2024-02-20,P006,C045,758.88,FR,Allemagne,Périphériques
ORD-00246,2024-03-16,P010,C049,374.9,DE,Royaume-Uni,Accessoires
ORD-00247,2024-04-27,P008,C010,1048.64,UK,Allemagne,Accessoires
ORD-00248,2024-05-11,P006,C011,2050.25,IT,Royaume-Uni,Périphériques
ORD-00249,2024-02-27,P008,C004,1180.9,ES,France,Accessoires
ORD-00250,2024-12-12,P007,C026,62.55,UK,Allemagne,Périphériques
ORD-00251,2024-02-12,P005,C028,1678.58,FR,Espagne,Périphériques
ORD-00252,2024-01-29,P005,C050,727.08,FR,Italie,Périphériques
ORD-00253,2024-04-12,P002,C008,2785.05,IT,Allemagne,Électronique
ORD-00254,2024-05-23,P010,C026,2548.58,ES,Allemagne,Accessoires
ORD-00255,2024-02-18,P002,C043,1373.35,DE,Royaume-Uni,Électronique
ORD-00256,2024-10-12,P005,C037,2227.9,IT,Allemagne,Périphériques
ORD-00257,2024-11-09,P009,C006,1401.92,IT,France,Accessoires
ORD-00258,2024-07-13,P012,C037,73.32,FR,France,Périphériques
ORD-00259,2024-05-30,P009,C045,269.49,UK,Allemagne,Accessoires
ORD-00260,2024-01-27,P002,C031,1248.75,UK,Italie,Électronique
ORD-00261,2024-11-09,P005,C037,1257.64,DE,Royaume-Uni,Périphériques
ORD-00262,2024-12-16,P003,C019,1234.83,ES,Allemagne,Électronique
ORD-00263,2024-08-02,P003,C011,2185.6,FR,Italie,Électronique
ORD-00264,2024-12-08,P001,C013,2839.95,UK,Italie,Électronique
ORD-00265,2024-03-02,P003,C047,1074.25,UK,Italie,Électronique
ORD-00266,2024-11-28,P009,C022,883.7,DE,Italie,Accessoires
ORD-00267,2024-03-12,P006,C040,1574.26,FR,Allemagne,Périphériques
ORD-00268,2024-05-13,P007,C033,1139.81,ES,Allemagne,Périphériques
ORD-00269,2024-03-24,P006,C050,2496.21,UK,Royaume-Uni,Périphériques
ORD-00270,2024-12-10,P012,C048,2686.54,FR,Royaume-Uni,Périphériques
ORD-00271,2024-05-01,P012,C003,1969.97,UK,Allemagne,Périphériques
ORD-00272,2024-07-03,P012,C006,881.41,UK,Italie,Périphériques
ORD-00273,2024-07-07,P006,C043,1435.22,UK,Italie,Périphériques
ORD-00274,2024-04-12,P004,C046,1024.7,IT,Royaume-Uni,Électronique
ORD-00275,2024-07-02,P010,C035,2813.86,IT,Royaume-Uni,Accessoires
ORD-00276,2024-11-16,P004,C031,1716.3,UK,Italie,Électronique
ORD-00277,2024-05-02,P009,C030,1112.76,UK,France,Accessoires
ORD-00278,2024-11-24,P007,C044,753.29,IT,Espagne,Périphériques
ORD-00279,2024-04-24,P009,C030,2085.52,IT,Allemagne,Accessoires
ORD-00280,2024-11-21,P009,C011,1781.22,DE,France,Accessoires
ORD-00281,2024-04-12,P003,C035,2099.42,UK,Allemagne,Électronique
ORD-00282,2024-03-29,P010,C004,1064.67,DE,France,Accessoires
ORD-00283,2024-05-21,P001,C028,1847.98,UK,Espagne,Électronique
ORD-00284,2024-12-01,P006,C038,2586.9,UK,Espagne,Périphériques
ORD-00285,2024-10-18,P005,C015,2750.34,DE,France,Périphériques
ORD-00286,2024-05-12,P002,C043,280.34,UK,France,Électronique
ORD-00287,2024-12-28,P011,C043,1484.1,IT,France,Accessoires
ORD-00288,2024-05-27,P001,C002,2092.98,IT,Allemagne,Électronique
ORD-00289,2024-09-12,P007,C006,1334.53,ES,Italie,Périphériques
ORD-00290,2024-10-23,P002,C030,1386.62,IT,France,Électronique
ORD-00291,2024-11-28,P012,C007,2896.94,IT,France,Périphériques
ORD-00292,2024-03-17,P006,C015,1407.4,ES,Espagne,Périphériques
ORD-00293,2024-01-17,P004,C007,1113.64,UK,Espagne,Électronique
ORD-00294,2024-11-27,P009,C031,2292.21,DE,Espagne,Accessoires
ORD-00295,2024-02-02,P009,C046,752.46,IT,Italie,Accessoires
ORD-00296,2024-07-08,P012,C034,136.2,ES,Allemagne,Périphériques
ORD-00297,2024-05-05,P010,C032,1632.66,IT,France,Accessoires
ORD-00298,2024-04-04,P005,C014,1111.11,ES,Italie,Périphériques
ORD-00299,2024-01-20,P012,C044,1810.49,UK,Italie,Périphériques
ORD-00300,2024-12-13,P010,C021,1660.55,IT,Royaume-Uni,Accessoires
ORD-00301,2024-02-03,P006,C028,1371.17,DE,Allemagne,Périphériques
ORD-00302,2024-12-22,P004,C022,1114.9,ES,Royaume-Uni,Électronique
ORD-00303,2024-11-03,P012,C020,2363.78,FR,Espagne,Périphériques
ORD-00304,2024-07-06,P011,C004,2067.99,DE,France,Accessoires
ORD-00305,2024-07-29,P001,C040,2377.87,ES,Italie,Électronique
ORD-00306,2024-05-28,P010,C024,324.11,ES,Espagne,Accessoires
ORD-00307,2024-12-28,P005,C021,1290.32,ES,Italie,Périphériques
ORD-00308,2024-05-14,P001,C011,630.94,ES,Allemagne,Électronique
ORD-00309,2024-01-22,P007,C005,1587.7,IT,Espagne,Périphériques
ORD-00310,2024-08-01,P003,C030,2315.57,DE,Espagne,Électronique
ORD-00311,2024-08-29,P002,C010,239.67,ES,France,Électronique
ORD-00312,2024-11-30,P010,C007,544.22,UK,Espagne,Accessoires
ORD-00313,2024-03-31,P005,C019,2752.11,DE,France,Périphériques
ORD-00314,2024-08-21,P010,C020,1809.47,DE,Espagne,Accessoires
ORD-00315,2024-01-16,P011,C038,2337.32,DE,Allemagne,Accessoires
ORD-00316,2024-06-26,P008,C032,2449.17,ES,France,Accessoires
ORD-00317,2024-11-05,P012,C044,295.55,IT,Italie,Périphériques
ORD-00318,2024-01-17,P010,C046,1538.76,ES,France,Accessoires
ORD-00319,2024-12-09,P009,C033,1362.5,UK,Royaume-Uni,Accessoires
ORD-00320,2024-10-11,P006,C040,1550.56,FR,France,Périphériques
ORD-00321,2024-09-13,P003,C019,202.78,IT,Italie,Électronique
ORD-00322,2024-07-29,P001,C005,633.38,IT,Espagne,Électronique
ORD-00323,2024-05-30,P010,C046,1146.84,ES,Royaume-Uni,Accessoires
ORD-00324,2024-02-28,P012,C046,493.4,FR,Royaume-Uni,Périphériques
ORD-00325,2024-10-05,P011,C050,2789.88,DE,Italie,Accessoires
ORD-00326,2024-02-06,P011,C026,2490.11,IT,Espagne,Accessoires
ORD-00327,2024-03-20,P008,C016,546.74,DE,France,Accessoires
ORD-00328,2024-01-03,P012,C015,2066.77,ES,Royaume-Uni,Périphériques
ORD-00329,2024-02-07,P005,C040,1793.91,ES,Allemagne,Périphériques
ORD-00330,2024-02-19,P005,C017,264.07,UK,Italie,Périphériques
ORD-00331,2024-05-27,P011,C032,2049.15,UK,Espagne,Accessoires
ORD-00332,2024-08-08,P001,C032,1309.67,IT,Royaume-Uni,Électronique
ORD-00333,2024-08-04,P011,C042,180.77,ES,Allemagne,Accessoires
ORD-00334,2024-12-28,P001,C010,1369.43,ES,Espagne,Électronique
ORD-00335,2024-04-27,P011,C030,1412.54,ES,Allemagne,Accessoires
ORD-00336,2024-12-13,P005,C017,819.23,ES,Espagne,Périphériques
ORD-00337,2024-03-30,P004,C036,1900.87,IT,France,Électronique
ORD-00338,2024-01-31,P002,C008,2530.52,ES,Espagne,Électronique
ORD-00339,2024-05-26,P007,C048,1904.59,FR,Italie,Périphériques
ORD-00340,2024-08-28,P006,C045,1328.52,IT,Allemagne,Périphériques
ORD-00341,2024-10-23,P003,C016,2470.96,IT,Allemagne,Électronique
ORD-00342,2024-04-07,P002,C017,1249.31,UK,Espagne,Électronique
ORD-00343,2024-05-08,P006,C036,1867.06,DE,Allemagne,Périphériques
ORD-00344,2024-07-07,P011,C044,2368.92,UK,Royaume-Uni,Accessoires
ORD-00345,2024-08-17,P012,C003,1114.56,ES,Italie,Périphériques
ORD-00346,2024-12-01,P004,C024,2323.02,IT,Espagne,Électronique
ORD-00347,2024-01-08,P003,C002,834.78,UK,France,Électronique
ORD-00348,2024-11-09,P003,C025,1973.7,ES,France,Électronique
ORD-00349,2024-11-09,P008,C044,482.45,IT,Italie,Accessoires
ORD-00350,2024-11-15,P009,C021,2295.89,DE,Italie,Accessoires
