OrderID,OrderDate,ProductID,CustomerID,Quantity,Revenue,Cost,Channel
2024-00065,2024-10-05,P007,C117,3,911.94,513.09,Online
2024-00066,2024-12-23,P004,C147,4,3525.08,1741.16,Online
2024-00067,2024-07-29,P001,C082,4,4636.36,2292.8,Phone
2024-00068,2024-07-14,P007,C170,2,607.96,342.06,Store
2024-00069,2024-01-19,P003,C129,5,2939.7,1624.05,Store
2024-00070,2024-02-21,P008,C026,5,3691.2,1966.1,Store
2024-00071,2024-01-08,P012,C037,4,4232.72,2731.84,Phone
2024-00072,2024-03-20,P002,C121,3,2918.16,1716.93,Store
2024-00073,2024-11-15,P012,C102,1,1058.18,682.96,Store
2024-00074,2024-12-11,P009,C098,3,147.03,102.6,Phone
2024-00075,2024-09-06,P009,C010,5,245.05,171.0,Online
2024-00076,2024-04-30,P011,C176,3,2881.29,1495.74,Online
2024-00077,2024-02-16,P007,C026,1,303.98,171.03,Store
2024-00078,2024-03-26,P012,C077,1,1058.18,682.96,Online
2024-00079,2024-06-15,P001,C076,3,3477.27,1719.6,Store
2024-00080,2024-08-08,P003,C063,5,2939.7,1624.05,Store
2024-00081,2024-10-16,P011,C047,2,1920.86,997.16,Online
2024-00082,2024-02-10,P010,C098,5,1152.4,546.5,Phone
2024-00083,2024-05-03,P008,C150,2,1476.48,786.44,Online
2024-00084,2024-08-24,P011,C066,4,3841.72,1994.32,Store
2024-00085,2024-12-07,P001,C120,3,3477.27,1719.6,Phone
2024-00086,2024-10-06,P003,C019,4,2351.76,1299.24,Store
2024-00087,2024-10-27,P005,C164,4,4097.12,2830.12,Phone
2024-00088,2024-05-08,P008,C078,2,1476.48,786.44,Store
2024-00089,2024-09-04,P002,C061,4,3890.88,2289.24,Phone
2024-00090,2024-07-02,P010,C076,3,691.44,327.9,Online
2024-00091,2024-12-03,P007,C071,1,303.98,171.03,Phone
2024-00092,2024-12-17,P012,C013,5,5290.9,3414.8,Phone
2024-00093,2024-09-11,P005,C199,2,2048.56,1415.06,Phone
2024-00094,2024-06-29,P004,C163,2,1762.54,870.58,Phone
2024-00095,2024-05-08,P011,C194,2,1920.86,997.16,Phone
2024-00096,2024-02-19,P011,C166,1,960.43,498.58,Store
2024-00097,2024-08-13,P001,C149,3,3477.27,1719.6,Phone
2024-00098,2024-03-08,P002,C076,3,2918.16,1716.93,Phone
2024-00099,2024-07-31,P003,C052,2,1175.88,649.62,Phone
2024-00100,2024-07-06,P009,C129,3,147.03,102.6,Online
2024-00101,2024-05-11,P008,C076,3,2214.72,1179.66,Online
2024-00102,2024-08-27,P002,C037,2,1945.44,1144.62,Phone
2024-00103,2024-12-11,P007,C143,3,911.94,513.09,Online
2024-00104,2024-07-21,P001,C068,5,5795.45,2866.0,Online
2024-00105,2024-08-20,P006,C173,3,353.1,250.2,Phone
2024-00106,2024-07-14,P011,C096,1,960.43,498.58,Phone
2024-00107,2024-04-29,P008,C007,5,3691.2,1966.1,Phone
2024-00108,2024-06-16,P010,C057,1,230.48,109.3,Phone
2024-00109,2024-08-25,P012,C078,4,4232.72,2731.84,Online
2024-00110,2024-03-12,P001,C010,3,3477.27,1719.6,Store
2024-00111,2024-02-29,P002,C061,5,4863.6,2861.55,Online
2024-00112,2024-07-17,P008,C095,5,3691.2,1966.1,Store
2024-00113,2024-10-27,P012,C187,2,2116.36,1365.92,Store
2024-00114,2024-12-01,P002,C126,5,4863.6,2861.55,Store
2024-00115,2024-05-23,P001,C177,3,3477.27,1719.6,Online
2024-00116,2024-08-15,P008,C061,3,2214.72,1179.66,Online
2024-00117,2024-12-17,P006,C140,3,353.1,250.2,Online
2024-00118,2024-07-22,P005,C049,1,1024.28,707.53,Store
2024-00119,2024-02-16,P011,C055,5,4802.15,2492.9,Online
2024-00120,2024-01-26,P006,C063,2,235.4,166.8,Phone
2024-00121,2024-04-15,P002,C196,5,4863.6,2861.55,Online
2024-00122,2024-10-27,P004,C060,3,2643.81,1305.87,Online
2024-00123,2024-11-01,P001,C071,2,2318.18,1146.4,Online
2024-00124,2024-10-03,P005,C045,1,1024.28,707.53,Phone
2024-00125,2024-01-14,P003,C004,3,1763.82,974.43,Online
2024-00126,2024-10-28,P006,C005,2,235.4,166.8,Store
2024-00127,2024-01-27,P003,C190,4,2351.76,1299.24,Phone
2024-00128,2024-02-28,P012,C017,4,4232.72,2731.84,Store
2024-00129,2024-07-04,P009,C152,1,49.01,34.2,Store
2024-00130,2024-09-14,P004,C158,1,881.27,435.29,Phone
2024-00131,2024-12-03,P009,C078,4,196.04,136.8,Phone
2024-00132,2024-01-16,P001,C123,4,4636.36,2292.8,Store
2024-00133,2024-12-17,P002,C126,4,3890.88,2289.24,Online
2024-00134,2024-02-11,P006,C156,2,235.4,166.8,Online
2024-00135,2024-03-05,P005,C160,5,5121.4,3537.65,Phone
2024-00136,2024-12-30,P006,C098,5,588.5,417.0,Phone
2024-00137,2024-05-30,P008,C130,5,3691.2,1966.1,Store
2024-00138,2024-02-20,P012,C030,5,5290.9,3414.8,Phone
2024-00139,2024-04-20,P007,C116,2,607.96,342.06,Store
2024-00140,2024-06-22,P008,C103,4,2952.96,1572.88,Phone
2024-00141,2024-02-18,P006,C110,3,353.1,250.2,Phone
2024-00142,2024-05-10,P006,C040,4,470.8,333.6,Online
2024-00143,2024-02-16,P002,C024,4,3890.88,2289.24,Online
2024-00144,2024-07-09,P003,C143,1,587.94,324.81,Phone
2024-00145,2024-10-14,P009,C085,1,49.01,34.2,Store
2024-00146,2024-06-30,P011,C193,4,3841.72,1994.32,Phone
2024-00147,2024-01-27,P005,C154,3,3072.84,2122.59,Store
2024-00148,2024-02-23,P010,C130,2,460.96,218.6,Online
2024-00149,2024-12-02,P008,C058,1,738.24,393.22,Store
2024-00150,2024-10-11,P006,C030,3,353.1,250.2,Phone
2024-00151,2024-04-25,P007,C144,5,1519.9,855.15,Phone
2024-00152,2024-12-11,P011,C143,1,960.43,498.58,Phone
2024-00153,2024-12-02,P012,C069,1,1058.18,682.96,Online
2024-00154,2024-05-19,P012,C196,3,3174.54,2048.88,Store
2024-00155,2024-06-28,P001,C047,2,2318.18,1146.4,Phone
2024-00156,2024-12-02,P007,C018,2,607.96,342.06,Phone
2024-00157,2024-11-20,P001,C024,5,5795.45,2866.0,Online
2024-00158,2024-07-11,P007,C117,3,911.94,513.09,Online
2024-00159,2024-07-08,P005,C185,3,3072.84,2122.59,Phone
2024-00160,2024-11-01,P002,C014,2,1945.44,1144.62,Online
2024-00161,2024-11-12,P001,C173,1,1159.09,573.2,Store
2024-00162,2024-08-14,P011,C109,4,3841.72,1994.32,Phone
2024-00163,2024-08-14,P007,C070,2,607.96,342.06,Phone
2024-00164,2024-02-28,P006,C111,1,117.7,83.4,Store
2024-00165,2024-12-13,P011,C152,4,3841.72,1994.32,Phone
2024-00166,2024-12-07,P005,C012,2,2048.56,1415.06,Store
2024-00167,2024-11-02,P001,C002,2,2318.18,1146.4,Store
2024-00168,2024-04-18,P003,C196,3,1763.82,974.43,Store
2024-00169,2024-06-16,P002,C002,4,3890.88,2289.24,Phone
2024-00170,2024-08-08,P003,C034,4,2351.76,1299.24,Phone
2024-00171,2024-12-26,P004,C129,5,4406.35,2176.45,Phone
2024-00172,2024-06-30,P002,C102,1,972.72,572.31,Store
2024-00173,2024-01-10,P008,C020,3,2214.72,1179.66,Phone
2024-00174,2024-08-07,P010,C104,4,921.92,437.2,Store
2024-00175,2024-02-28,P007,C006,3,911.94,513.09,Online
2024-00176,2024-11-12,P008,C177,3,2214.72,1179.66,Online
2024-00177,2024-08-11,P002,C063,4,3890.88,2289.24,Phone
2024-00178,2024-07-24,P009,C021,4,196.04,136.8,Store
2024-00179,2024-06-22,P004,C086,2,1762.54,870.58,Online
2024-00180,2024-09-18,P011,C030,5,4802.15,2492.9,Phone
2024-00181,2024-04-09,P006,C090,2,235.4,166.8,Online
2024-00182,2024-02-22,P003,C066,2,1175.88,649.62,Online
2024-00183,2024-11-04,P003,C195,1,587.94,324.81,Online
2024-00184,2024-11-17,P008,C119,5,3691.2,1966.1,Phone
2024-00185,2024-08-17,P011,C145,5,4802.15,2492.9,Store
2024-00186,2024-11-17,P006,C039,4,470.8,333.6,Online
2024-00187,2024-08-28,P008,C162,3,2214.72,1179.66,Store
2024-00188,2024-10-29,P001,C091,5,5795.45,2866.0,Online
2024-00189,2024-06-07,P008,C116,1,738.24,393.22,Online
2024-00190,2024-07-07,P005,C020,1,1024.28,707.53,Phone
2024-00191,2024-10-31,P009,C099,4,196.04,136.8,Phone
2024-00192,2024-10-10,P012,C011,4,4232.72,2731.84,Phone
2024-00193,2024-11-29,P004,C083,5,4406.35,2176.45,Store
2024-00194,2024-09-13,P003,C016,4,2351.76,1299.24,Online
2024-00195,2024-06-24,P012,C022,5,5290.9,3414.8,Phone
2024-00196,2024-03-29,P001,C064,4,4636.36,2292.8,Store
2024-00197,2024-09-25,P009,C157,2,98.02,68.4,Store
2024-00198,2024-07-09,P005,C100,4,4097.12,2830.12,Store
2024-00199,2024-12-13,P010,C014,3,691.44,327.9,Online
2024-00200,2024-06-17,P002,C143,4,3890.88,2289.24,Store
2024-00201,2024-05-09,P012,C169,5,5290.9,3414.8,Online
2024-00202,2024-06-19,P002,C150,2,1945.44,1144.62,Store
2024-00203,2024-06-07,P011,C179,4,3841.72,1994.32,Online
2024-00204,2024-10-31,P012,C022,3,3174.54,2048.88,Phone
2024-00205,2024-07-11,P011,C085,2,1920.86,997.16,Phone
2024-00206,2024-12-25,P012,C176,5,5290.9,3414.8,Online
2024-00207,2024-11-26,P011,C109,5,4802.15,2492.9,Store
2024-00208,2024-01-10,P006,C080,2,235.4,166.8,Online
2024-00209,2024-06-23,P008,C050,2,1476.48,786.44,Online
2024-00210,2024-03-20,P002,C076,1,972.72,572.31,Phone
2024-00211,2024-10-03,P012,C135,1,1058.18,682.96,Phone
2024-00212,2024-06-21,P010,C034,5,1152.4,546.5,Store
2024-00213,2024-03-19,P003,C047,5,2939.7,1624.05,Online
2024-00214,2024-08-12,P001,C106,3,3477.27,1719.6,Phone
2024-00215,2024-05-01,P008,C157,3,2214.72,1179.66,Phone
2024-00216,2024-08-17,P004,C137,2,1762.54,870.58,Store
2024-00217,2024-08-28,P004,C095,5,4406.35,2176.45,Store
2024-00218,2024-08-24,P005,C200,4,4097.12,2830.12,Phone
2024-00219,2024-09-27,P007,C042,2,607.96,342.06,Phone
2024-00220,2024-03-11,P005,C014,4,4097.12,2830.12,Store
2024-00221,2024-10-10,P002,C183,5,4863.6,2861.55,Online
2024-00222,2024-05-25,P002,C196,2,1945.44,1144.62,Store
2024-00223,2024-08-18,P009,C038,4,196.04,136.8,Online
2024-00224,2024-04-23,P008,C090,1,738.24,393.22,Store
2024-00225,2024-01-28,P007,C129,3,911.94,513.09,Online
2024-00226,2024-07-16,P002,C096,2,1945.44,1144.62,Online
2024-00227,2024-06-12,P002,C183,3,2918.16,1716.93,Online
2024-00228,2024-03-11,P001,C074,4,4636.36,2292.8,Phone
2024-00229,2024-03-12,P012,C121,4,4232.72,2731.84,Phone
2024-00230,2024-01-03,P002,C005,3,2918.16,1716.93,Online
2024-00231,2024-03-17,P009,C187,5,245.05,171.0,Phone
2024-00232,2024-08-04,P002,C199,3,2918.16,1716.93,Online
2024-00233,2024-06-03,P002,C013,2,1945.44,1144.62,Store
2024-00234,2024-11-23,P010,C118,1,230.48,109.3,Online
2024-00235,2024-09-12,P010,C138,1,230.48,109.3,Phone
2024-00236,2024-09-20,P010,C062,2,460.96,218.6,Store
2024-00237,2024-08-07,P001,C158,3,3477.27,1719.6,Online
2024-00238,2024-10-19,P007,C048,1,303.98,171.03,Phone
2024-00239,2024-07-03,P002,C135,5,4863.6,2861.55,Phone
2024-00240,2024-09-16,P009,C006,4,196.04,136.8,Store
2024-00241,2024-01-23,P011,C100,3,2881.29,1495.74,Store
2024-00242,2024-01-09,P006,C018,3,353.1,250.2,Online
2024-00243,2024-12-02,P011,C027,5,4802.15,2492.9,Phone
2024-00244,2024-06-19,P003,C012,3,1763.82,974.43,Phone
2024-00245,2024-06-22,P011,C045,4,3841.72,1994.32,Phone
2024-00246,2024-09-02,P011,C047,2,1920.86,997.16,Online
2024-00247,2024-08-22,P001,C076,2,2318.18,1146.4,Online
2024-00248,2024-04-12,P001,C081,3,3477.27,1719.6,Phone
2024-00249,2024-07-22,P009,C122,3,147.03,102.6,Online
2024-00250,2024-11-27,P004,C074,3,2643.81,1305.87,Online
2024-00251,2024-12-01,P006,C070,1,117.7,83.4,Store
2024-00252,2024-08-11,P007,C191,4,1215.92,684.12,Store
2024-00253,2024-06-22,P003,C128,4,2351.76,1299.24,Store
2024-00254,2024-09-22,P005,C022,4,4097.12,2830.12,Online
2024-00255,2024-08-08,P010,C047,5,1152.4,546.5,Store
2024-00256,2024-06-13,P002,C021,3,2918.16,1716.93,Phone
2024-00257,2024-05-31,P005,C115,5,5121.4,3537.65,Phone
2024-00258,2024-08-06,P003,C177,4,2351.76,1299.24,Store
2024-00259,2024-08-16,P001,C187,3,3477.27,1719.6,Phone
2024-00260,2024-08-10,P005,C164,1,1024.28,707.53,Online
2024-00261,2024-12-09,P011,C104,3,2881.29,1495.74,Phone
2024-00262,2024-12-13,P003,C008,2,1175.88,649.62,Phone
2024-00263,2024-12-13,P008,C009,2,1476.48,786.44,Online
2024-00264,2024-04-30,P011,C094,3,2881.29,1495.74,Store
2024-00265,2024-10-17,P001,C155,2,2318.18,1146.4,Phone
2024-00266,2024-08-18,P006,C096,4,470.8,333.6,Online
2024-00267,2024-10-20,P003,C136,3,1763.82,974.43,Store
2024-00268,2024-06-09,P011,C072,2,1920.86,997.16,Online
2024-00269,2024-01-14,P012,C048,4,4232.72,2731.84,Phone
2024-00270,2024-07-17,P009,C031,3,147.03,102.6,Store
2024-00271,2024-12-26,P008,C055,5,3691.2,1966.1,Store
2024-00272,2024-12-21,P008,C052,1,738.24,393.22,Online
2024-00273,2024-02-07,P008,C045,4,2952.96,1572.88,Online
2024-00274,2024-12-15,P006,C171,3,353.1,250.2,Phone
2024-00275,2024-02-03,P009,C139,3,147.03,102.6,Store
2024-00276,2024-03-21,P012,C182,2,2116.36,1365.92,Store
2024-00277,2024-09-17,P004,C032,2,1762.54,870.58,Online
2024-00278,2024-05-01,P008,C007,3,2214.72,1179.66,Phone
2024-00279,2024-10-20,P006,C120,5,588.5,417.0,Online
2024-00280,2024-11-09,P002,C017,3,2918.16,1716.93,Store
2024-00281,2024-09-02,P009,C106,4,196.04,136.8,Phone
2024-00282,2024-02-07,P003,C082,1,587.94,324.81,Store
2024-00283,2024-08-26,P011,C133,3,2881.29,1495.74,Online
2024-00284,2024-10-09,P011,C151,2,1920.86,997.16,Online
2024-00285,2024-08-09,P009,C015,1,49.01,34.2,Phone
2024-00286,2024-03-19,P005,C043,2,2048.56,1415.06,Store
2024-00287,2024-12-29,P004,C089,5,4406.35,2176.45,Store
2024-00288,2024-02-10,P005,C051,5,5121.4,3537.65,Store
2024-00289,2024-03-05,P011,C078,5,4802.15,2492.9,Phone
2024-00290,2024-02-17,P009,C165,2,98.02,68.4,Phone
2024-00291,2024-10-24,P003,C044,5,2939.7,1624.05,Phone
2024-00292,2024-11-05,P006,C145,1,117.7,83.4,Online
2024-00293,2024-02-11,P001,C165,5,5795.45,2866.0,Store
2024-00294,2024-11-29,P004,C197,5,4406.35,2176.45,Store
2024-00295,2024-11-12,P011,C008,4,3841.72,1994.32,Phone
2024-00296,2024-10-06,P005,C165,3,3072.84,2122.59,Store
2024-00297,2024-05-05,P011,C104,3,2881.29,1495.74,Store
2024-00298,2024-02-07,P012,C016,2,2116.36,1365.92,Store
2024-00299,2024-07-31,P008,C119,2,1476.48,786.44,Store
2024-00300,2024-11-06,P003,C081,3,1763.82,974.43,Phone
2024-00301,2024-06-25,P007,C034,3,911.94,513.09,Phone
2024-00302,2024-10-14,P002,C082,2,1945.44,1144.62,Store
2024-00303,2024-03-03,P005,C116,2,2048.56,1415.06,Online
2024-00304,2024-02-19,P001,C075,4,4636.36,2292.8,Phone
2024-00305,2024-08-02,P004,C041,3,2643.81,1305.87,Phone
2024-00306,2024-06-09,P004,C196,2,1762.54,870.58,Store
2024-00307,2024-09-20,P008,C128,3,2214.72,1179.66,Store
2024-00308,2024-01-12,P002,C101,5,4863.6,2861.55,Store
2024-00309,2024-05-03,P004,C150,3,2643.81,1305.87,Online
2024-00310,2024-01-26,P005,C127,5,5121.4,3537.65,Phone
2024-00311,2024-12-10,P008,C074,5,3691.2,1966.1,Online
2024-00312,2024-02-25,P007,C035,3,911.94,513.09,Phone
2024-00313,2024-07-06,P007,C094,1,303.98,171.03,Store
2024-00314,2024-01-27,P010,C144,2,460.96,218.6,Store
2024-00315,2024-10-10,P005,C019,4,4097.12,2830.12,Phone
2024-00316,2024-08-18,P009,C072,5,245.05,171.0,Phone
2024-00317,2024-11-08,P002,C033,1,972.72,572.31,Store
2024-00318,2024-07-10,P006,C143,3,353.1,250.2,Online
2024-00319,2024-04-11,P010,C131,4,921.92,437.2,Phone
2024-00320,2024-01-21,P001,C010,2,2318.18,1146.4,Phone
2024-00321,2024-06-19,P008,C133,4,2952.96,1572.88,Online
2024-00322,2024-11-06,P009,C036,3,147.03,102.6,Phone
2024-00323,2024-06-12,P003,C101,5,2939.7,1624.05,Phone
2024-00324,2024-06-02,P010,C087,5,1152.4,546.5,Phone
2024-00325,2024-09-29,P008,C182,5,3691.2,1966.1,Store
2024-00326,2024-08-31,P001,C095,3,3477.27,1719.6,Phone
2024-00327,2024-02-26,P007,C150,3,911.94,513.09,Phone
2024-00328,2024-12-18,P011,C007,5,4802.15,2492.9,Store
2024-00329,2024-05-15,P011,C199,5,4802.15,2492.9,Phone
2024-00330,2024-04-26,P012,C014,5,5290.9,3414.8,Store
2024-00331,2024-03-28,P009,C162,5,245.05,171.0,Store
2024-00332,2024-03-16,P011,C063,1,960.43,498.58,Phone
2024-00333,2024-12-24,P002,C049,1,972.72,572.31,Store
2024-00334,2024-06-09,P007,C039,4,1215.92,684.12,Phone
2024-00335,2024-04-14,P007,C129,5,1519.9,855.15,Store
2024-00336,2024-02-01,P012,C036,5,5290.9,3414.8,Online
2024-00337,2024-10-14,P006,C170,4,470.8,333.6,Phone
2024-00338,2024-07-11,P006,C045,4,470.8,333.6,Phone
2024-00339,2024-06-24,P009,C091,3,147.03,102.6,Phone
2024-00340,2024-09-04,P004,C064,3,2643.81,1305.87,Phone
2024-00341,2024-06-01,P004,C077,3,2643.81,1305.87,Phone
2024-00342,2024-04-16,P012,C181,4,4232.72,2731.84,Store
2024-00343,2024-09-02,P006,C144,3,353.1,250.2,Store
2024-00344,2024-03-03,P010,C174,5,1152.4,546.5,Store
2024-00345,2024-07-21,P006,C198,2,235.4,166.8,Store
2024-00346,2024-01-22,P005,C183,1,1024.28,707.53,Store
2024-00347,2024-08-14,P011,C066,4,3841.72,1994.32,Online
2024-00348,2024-04-13,P009,C070,5,245.05,171.0,Phone
2024-00349,2024-05-19,P003,C028,5,2939.7,1624.05,Phone
2024-00350,2024-10-27,P004,C063,1,881.27,435.29,Phone
2024-00351,2024-09-28,P004,C164,2,1762.54,870.58,Online
2024-00352,2024-02-21,P007,C085,4,1215.92,684.12,Online
2024-00353,2024-12-14,P003,C002,5,2939.7,1624.05,Online
2024-00354,2024-07-27,P011,C122,4,3841.72,1994.32,Phone
2024-00355,2024-04-12,P005,C083,3,3072.84,2122.59,Phone
2024-00356,2024-01-31,P002,C167,5,4863.6,2861.55,Online
2024-00357,2024-09-30,P012,C186,1,1058.18,682.96,Online
2024-00358,2024-08-01,P003,C010,4,2351.76,1299.24,Store
2024-00359,2024-04-05,P012,C075,1,1058.18,682.96,Online
2024-00360,2024-06-01,P010,C155,1,230.48,109.3,Store
2024-00361,2024-05-25,P008,C165,5,3691.2,1966.1,Phone
2024-00362,2024-09-09,P003,C130,4,2351.76,1299.24,Store
2024-00363,2024-04-08,P002,C085,2,1945.44,1144.62,Phone
2024-00364,2024-08-22,P011,C066,2,1920.86,997.16,Online
2024-00365,2024-06-21,P005,C146,2,2048.56,1415.06,Online
2024-00366,2024-11-08,P011,C104,4,3841.72,1994.32,Phone
2024-00367,2024-06-16,P002,C103,1,972.72,572.31,Online
2024-00368,2024-03-12,P008,C083,2,1476.48,786.44,Online
2024-00369,2024-05-13,P007,C061,4,1215.92,684.12,Store
2024-00370,2024-06-17,P005,C150,5,5121.4,3537.65,Online
2024-00371,2024-05-13,P011,C093,2,1920.86,997.16,Online
2024-00372,2024-12-07,P002,C120,3,2918.16,1716.93,Online
2024-00373,2024-07-26,P011,C129,3,2881.29,1495.74,Phone
2024-00374,2024-03-01,P011,C076,3,2881.29,1495.74,Phone
2024-00375,2024-04-23,P004,C035,4,3525.08,1741.16,Online
2024-00376,2024-08-20,P012,C156,3,3174.54,2048.88,Store
2024-00377,2024-12-25,P009,C121,5,245.05,171.0,Phone
2024-00378,2024-04-21,P004,C175,5,4406.35,2176.45,Online
2024-00379,2024-09-26,P008,C136,3,2214.72,1179.66,Online
2024-00380,2024-10-15,P002,C016,5,4863.6,2861.55,Phone
2024-00381,2024-04-13,P010,C138,2,460.96,218.6,Online
2024-00382,2024-06-16,P009,C114,1,49.01,34.2,Phone
2024-00383,2024-04-15,P012,C150,4,4232.72,2731.84,Online
2024-00384,2024-09-18,P008,C015,4,2952.96,1572.88,Online
2024-00385,2024-09-19,P007,C117,5,1519.9,855.15,Online
2024-00386,2024-10-13,P008,C173,3,2214.72,1179.66,Phone
2024-00387,2024-01-12,P007,C066,1,303.98,171.03,Phone
2024-00388,2024-04-21,P010,C019,1,230.48,109.3,Store
2024-00389,2024-06-25,P012,C017,5,5290.9,3414.8,Online
2024-00390,2024-02-05,P008,C009,3,2214.72,1179.66,Store
2024-00391,2024-04-02,P003,C197,4,2351.76,1299.24,Store
2024-00392,2024-07-14,P008,C097,4,2952.96,1572.88,Online
2024-00393,2024-12-15,P011,C139,2,1920.86,997.16,Phone
2024-00394,2024-06-27,P002,C046,5,4863.6,2861.55,Store
2024-00395,2024-09-27,P003,C187,2,1175.88,649.62,Online
2024-00396,2024-01-12,P005,C119,5,5121.4,3537.65,Store
2024-00397,2024-09-29,P007,C059,2,607.96,342.06,Store
2024-00398,2024-06-26,P003,C071,2,1175.88,649.62,Phone
2024-00399,2024-02-27,P001,C170,4,4636.36,2292.8,Phone
2024-00400,2024-01-09,P004,C053,1,881.27,435.29,Online
2024-00401,2024-10-31,P001,C115,5,5795.45,2866.0,Phone
2024-00402,2024-12-26,P001,C063,1,1159.09,573.2,Store
2024-00403,2024-08-12,P004,C139,2,1762.54,870.58,Online
2024-00404,2024-03-12,P009,C075,2,98.02,68.4,Phone
2024-00405,2024-10-21,P006,C148,5,588.5,417.0,Phone
2024-00406,2024-06-13,P004,C078,2,1762.54,870.58,Phone
2024-00407,2024-09-23,P004,C106,3,2643.81,1305.87,Store
2024-00408,2024-02-01,P009,C152,2,98.02,68.4,Phone
2024-00409,2024-12-13,P007,C143,4,1215.92,684.12,Online
2024-00410,2024-06-25,P011,C172,4,3841.72,1994.32,Phone
2024-00411,2024-06-12,P012,C107,4,4232.72,2731.84,Online
2024-00412,2024-06-02,P007,C048,5,1519.9,855.15,Store
2024-00413,2024-05-03,P004,C077,2,1762.54,870.58,Store
2024-00414,2024-01-30,P009,C106,4,196.04,136.8,Phone
